timestamp (seconds since 01/01/1970), system, entity , value (µg/l)
1652164968.694001, lauv-thor, 73, 1.990000
1652164969.695099, lauv-thor, 73, 1.970000
1652164970.693838, lauv-thor, 73, 2.080000
1652164971.694111, lauv-thor, 73, 2.040000
1652164972.693764, lauv-thor, 73, 2.040000
1652164973.693688, lauv-thor, 73, 2.050000
1652164974.696215, lauv-thor, 73, 1.910000
1652164975.695485, lauv-thor, 73, 2.020000
1652164976.694010, lauv-thor, 73, 1.930000
1652164977.694593, lauv-thor, 73, 1.660000
1652164978.693939, lauv-thor, 73, 1.780000
1652164979.694222, lauv-thor, 73, 1.550000
1652164980.692884, lauv-thor, 73, 1.490000
1652164981.692984, lauv-thor, 73, 1.620000
1652164982.696490, lauv-thor, 73, 1.560000
1652164983.694308, lauv-thor, 73, 1.580000
1652164984.693135, lauv-thor, 73, 1.590000
1652164985.693362, lauv-thor, 73, 1.690000
1652164986.693245, lauv-thor, 73, 1.810000
1652164987.693389, lauv-thor, 73, 1.910000
1652164988.693252, lauv-thor, 73, 2.360000
1652164989.692850, lauv-thor, 73, 2.530000
1652164990.693197, lauv-thor, 73, 2.650000
1652164991.691954, lauv-thor, 73, 2.650000
1652164992.691856, lauv-thor, 73, 2.630000
1652164993.693318, lauv-thor, 73, 2.660000
1652164994.692829, lauv-thor, 73, 2.750000
1652164995.692933, lauv-thor, 73, 2.830000
1652164996.694247, lauv-thor, 73, 2.870000
1652164997.692431, lauv-thor, 73, 2.860000
1652164998.692607, lauv-thor, 73, 2.820000
1652164999.692460, lauv-thor, 73, 2.740000
1652165000.690972, lauv-thor, 73, 2.770000
1652165001.690913, lauv-thor, 73, 2.820000
1652165002.692339, lauv-thor, 73, 2.920000
1652165003.690824, lauv-thor, 73, 2.820000
1652165004.692271, lauv-thor, 73, 2.620000
1652165005.692217, lauv-thor, 73, 2.440000
1652165006.692280, lauv-thor, 73, 2.350000
1652165007.691803, lauv-thor, 73, 2.400000
1652165008.691399, lauv-thor, 73, 2.500000
1652165009.691442, lauv-thor, 73, 2.540000
1652165010.689939, lauv-thor, 73, 2.560000
1652165011.689876, lauv-thor, 73, 2.590000
1652165012.689979, lauv-thor, 73, 2.670000
1652165013.689928, lauv-thor, 73, 2.740000
1652165014.691403, lauv-thor, 73, 2.800000
1652165015.689632, lauv-thor, 73, 2.850000
1652165016.691630, lauv-thor, 73, 2.780000
1652165017.691370, lauv-thor, 73, 2.820000
1652165018.690022, lauv-thor, 73, 2.800000
1652165019.692272, lauv-thor, 73, 2.790000
1652165020.690592, lauv-thor, 73, 2.770000
1652165021.688897, lauv-thor, 73, 2.780000
1652165022.689665, lauv-thor, 73, 2.740000
1652165023.689741, lauv-thor, 73, 2.700000
1652165024.689020, lauv-thor, 73, 2.710000
1652165025.688880, lauv-thor, 73, 2.850000
1652165026.688776, lauv-thor, 73, 2.790000
1652165027.688825, lauv-thor, 73, 2.820000
1652165028.688823, lauv-thor, 73, 2.830000
1652165029.689997, lauv-thor, 73, 2.820000
1652165030.690130, lauv-thor, 73, 2.770000
1652165031.689583, lauv-thor, 73, 2.910000
1652165032.689376, lauv-thor, 73, 3.010000
1652165033.687986, lauv-thor, 73, 2.960000
1652165034.689680, lauv-thor, 73, 2.880000
1652165035.689539, lauv-thor, 73, 2.840000
1652165036.689825, lauv-thor, 73, 2.870000
1652165037.688691, lauv-thor, 73, 2.890000
1652165038.688945, lauv-thor, 73, 2.890000
1652165039.689539, lauv-thor, 73, 2.880000
1652165040.689212, lauv-thor, 73, 2.940000
1652165041.688169, lauv-thor, 73, 2.800000
1652165042.688337, lauv-thor, 73, 2.830000
1652165043.688864, lauv-thor, 73, 2.780000
1652165044.687870, lauv-thor, 73, 2.900000
1652165045.686934, lauv-thor, 73, 2.880000
1652165046.686945, lauv-thor, 73, 2.910000
1652165047.688474, lauv-thor, 73, 2.880000
1652165048.686909, lauv-thor, 73, 2.870000
1652165049.686842, lauv-thor, 73, 2.840000
1652165050.687738, lauv-thor, 73, 2.740000
1652165051.687019, lauv-thor, 73, 2.710000
1652165052.687480, lauv-thor, 73, 2.730000
1652165053.686968, lauv-thor, 73, 2.840000
1652165054.687705, lauv-thor, 73, 2.770000
1652165055.686952, lauv-thor, 73, 2.880000
1652165056.687814, lauv-thor, 73, 2.840000
1652165057.686016, lauv-thor, 73, 2.770000
1652165058.687333, lauv-thor, 73, 2.790000
1652165059.685996, lauv-thor, 73, 2.820000
1652165060.686372, lauv-thor, 73, 2.830000
1652165061.686561, lauv-thor, 73, 2.860000
1652165062.686625, lauv-thor, 73, 2.890000
1652165063.686904, lauv-thor, 73, 2.700000
1652165064.686862, lauv-thor, 73, 2.740000
1652165065.687189, lauv-thor, 73, 2.790000
1652165066.686844, lauv-thor, 73, 2.700000
1652165067.685450, lauv-thor, 73, 2.740000
1652165068.686720, lauv-thor, 73, 2.900000
1652165069.687154, lauv-thor, 73, 2.740000
1652165070.686453, lauv-thor, 73, 2.740000
1652165071.687427, lauv-thor, 73, 2.690000
1652165072.686565, lauv-thor, 73, 2.740000
1652165073.686537, lauv-thor, 73, 2.670000
1652165074.688237, lauv-thor, 73, 2.660000
1652165075.686388, lauv-thor, 73, 2.750000
1652165076.687362, lauv-thor, 73, 2.910000
1652165077.689182, lauv-thor, 73, 2.910000
1652165078.689206, lauv-thor, 73, 2.920000
1652165079.684969, lauv-thor, 73, 3.090000
1652165080.688545, lauv-thor, 73, 3.000000
1652165081.687819, lauv-thor, 73, 3.090000
1652165082.689225, lauv-thor, 73, 3.110000
1652165083.687350, lauv-thor, 73, 2.950000
1652165084.688428, lauv-thor, 73, 2.940000
1652165085.687207, lauv-thor, 73, 2.950000
1652165086.686752, lauv-thor, 73, 2.950000
1652165087.687296, lauv-thor, 73, 3.050000
1652165088.687333, lauv-thor, 73, 2.940000
1652165089.686480, lauv-thor, 73, 2.970000
1652165090.687482, lauv-thor, 73, 3.010000
1652165091.687376, lauv-thor, 73, 2.990000
1652165092.689962, lauv-thor, 73, 2.890000
1652165093.687274, lauv-thor, 73, 2.940000
1652165094.687419, lauv-thor, 73, 2.900000
1652165095.686865, lauv-thor, 73, 2.930000
1652165096.683224, lauv-thor, 73, 2.880000
1652165097.683526, lauv-thor, 73, 3.070000
1652165098.683247, lauv-thor, 73, 3.000000
1652165099.685222, lauv-thor, 73, 2.880000
1652165100.684871, lauv-thor, 73, 2.790000
1652165101.683695, lauv-thor, 73, 2.920000
1652165102.683568, lauv-thor, 73, 2.900000
1652165103.684258, lauv-thor, 73, 2.890000
1652165104.685465, lauv-thor, 73, 3.010000
1652165105.684277, lauv-thor, 73, 3.010000
1652165106.682791, lauv-thor, 73, 2.970000
1652165107.682236, lauv-thor, 73, 2.940000
1652165108.682479, lauv-thor, 73, 3.020000
1652165109.682481, lauv-thor, 73, 3.070000
1652165110.685368, lauv-thor, 73, 2.970000
1652165111.681117, lauv-thor, 73, 2.990000
1652165112.680912, lauv-thor, 73, 2.800000
1652165113.681094, lauv-thor, 73, 2.970000
1652165114.681281, lauv-thor, 73, 2.890000
1652165115.682418, lauv-thor, 73, 3.040000
1652165116.682369, lauv-thor, 73, 3.020000
1652165117.682931, lauv-thor, 73, 2.920000
1652165118.682290, lauv-thor, 73, 2.930000
1652165119.683104, lauv-thor, 73, 2.890000
1652165120.680932, lauv-thor, 73, 2.790000
1652165121.679884, lauv-thor, 73, 2.870000
1652165122.679978, lauv-thor, 73, 2.880000
1652165123.681811, lauv-thor, 73, 2.900000
1652165124.684170, lauv-thor, 73, 2.860000
1652165125.681647, lauv-thor, 73, 2.850000
1652165126.681242, lauv-thor, 73, 2.850000
1652165127.680995, lauv-thor, 73, 2.870000
1652165128.680948, lauv-thor, 73, 2.870000
1652165129.680670, lauv-thor, 73, 2.870000
1652165130.680171, lauv-thor, 73, 2.840000
1652165131.679979, lauv-thor, 73, 2.830000
1652165132.678943, lauv-thor, 73, 2.880000
1652165133.678749, lauv-thor, 73, 2.880000
1652165134.678741, lauv-thor, 73, 2.850000
1652165135.678751, lauv-thor, 73, 2.940000
1652165136.679712, lauv-thor, 73, 2.970000
1652165137.679653, lauv-thor, 73, 2.960000
1652165138.679084, lauv-thor, 73, 2.940000
1652165139.679485, lauv-thor, 73, 2.830000
1652165140.678941, lauv-thor, 73, 2.860000
1652165141.678014, lauv-thor, 73, 2.840000
1652165142.677982, lauv-thor, 73, 2.850000
1652165143.678806, lauv-thor, 73, 2.890000
1652165144.677802, lauv-thor, 73, 2.970000
1652165145.678685, lauv-thor, 73, 2.860000
1652165146.678707, lauv-thor, 73, 2.750000
1652165147.678785, lauv-thor, 73, 2.840000
1652165148.678443, lauv-thor, 73, 2.920000
1652165149.678871, lauv-thor, 73, 2.840000
1652165150.677873, lauv-thor, 73, 2.890000
1652165151.676998, lauv-thor, 73, 2.870000
1652165152.678118, lauv-thor, 73, 2.820000
1652165153.676846, lauv-thor, 73, 2.830000
1652165154.676897, lauv-thor, 73, 2.830000
1652165155.676903, lauv-thor, 73, 2.770000
1652165156.677835, lauv-thor, 73, 2.710000
1652165157.677739, lauv-thor, 73, 2.760000
1652165158.677280, lauv-thor, 73, 2.780000
1652165159.677436, lauv-thor, 73, 2.810000
1652165160.677661, lauv-thor, 73, 2.830000
1652165161.677158, lauv-thor, 73, 2.750000
1652165162.677006, lauv-thor, 73, 2.810000
1652165163.676887, lauv-thor, 73, 2.790000
1652165164.676018, lauv-thor, 73, 2.770000
1652165165.675925, lauv-thor, 73, 2.680000
1652165166.677261, lauv-thor, 73, 2.660000
1652165167.676862, lauv-thor, 73, 2.660000
1652165168.676772, lauv-thor, 73, 2.600000
1652165169.676978, lauv-thor, 73, 2.520000
1652165170.676516, lauv-thor, 73, 2.530000
1652165171.676377, lauv-thor, 73, 2.320000
1652165172.675874, lauv-thor, 73, 2.370000
1652165173.675943, lauv-thor, 73, 2.400000
1652165174.676382, lauv-thor, 73, 2.450000
1652165175.676167, lauv-thor, 73, 2.430000
1652165176.675777, lauv-thor, 73, 2.420000
1652165177.674984, lauv-thor, 73, 2.500000
1652165178.676208, lauv-thor, 73, 2.510000
1652165179.677515, lauv-thor, 73, 2.530000
1652165180.676188, lauv-thor, 73, 2.480000
1652165181.676189, lauv-thor, 73, 2.500000
1652165182.676248, lauv-thor, 73, 2.310000
1652165183.675776, lauv-thor, 73, 2.300000
1652165184.674015, lauv-thor, 73, 2.250000
1652165185.674962, lauv-thor, 73, 2.380000
1652165186.673927, lauv-thor, 73, 2.310000
1652165187.674901, lauv-thor, 73, 2.250000
1652165188.673934, lauv-thor, 73, 2.240000
1652165189.675362, lauv-thor, 73, 2.270000
1652165190.675461, lauv-thor, 73, 2.310000
1652165191.674866, lauv-thor, 73, 2.360000
1652165192.675017, lauv-thor, 73, 2.360000
1652165193.674700, lauv-thor, 73, 2.380000
1652165194.675227, lauv-thor, 73, 2.290000
1652165195.675320, lauv-thor, 73, 2.330000
1652165196.673821, lauv-thor, 73, 2.380000
1652165197.672854, lauv-thor, 73, 2.330000
1652165198.675724, lauv-thor, 73, 2.350000
1652165199.676199, lauv-thor, 73, 2.330000
1652165200.675395, lauv-thor, 73, 2.280000
1652165201.674698, lauv-thor, 73, 2.350000
1652165202.673945, lauv-thor, 73, 2.310000
1652165203.674239, lauv-thor, 73, 2.310000
1652165204.676189, lauv-thor, 73, 2.330000
1652165205.673277, lauv-thor, 73, 2.320000
1652165206.673423, lauv-thor, 73, 2.280000
1652165207.672021, lauv-thor, 73, 2.330000
1652165208.671945, lauv-thor, 73, 2.270000
1652165209.671798, lauv-thor, 73, 2.330000
1652165210.671764, lauv-thor, 73, 2.390000
1652165211.673712, lauv-thor, 73, 2.370000
1652165212.673753, lauv-thor, 73, 2.360000
1652165213.674242, lauv-thor, 73, 2.380000
1652165214.672880, lauv-thor, 73, 2.320000
1652165215.672958, lauv-thor, 73, 2.360000
1652165216.672626, lauv-thor, 73, 2.350000
1652165217.672308, lauv-thor, 73, 2.310000
1652165218.670833, lauv-thor, 73, 2.260000
1652165219.670885, lauv-thor, 73, 2.270000
1652165220.670784, lauv-thor, 73, 2.290000
1652165221.670851, lauv-thor, 73, 2.220000
1652165222.671793, lauv-thor, 73, 2.260000
1652165223.670620, lauv-thor, 73, 2.340000
1652165224.671840, lauv-thor, 73, 2.250000
1652165225.671269, lauv-thor, 73, 2.220000
1652165226.671400, lauv-thor, 73, 2.250000
1652165227.670867, lauv-thor, 73, 2.180000
1652165228.670015, lauv-thor, 73, 2.040000
1652165229.670915, lauv-thor, 73, 2.100000
1652165230.669890, lauv-thor, 73, 2.100000
1652165231.670018, lauv-thor, 73, 2.080000
1652165232.669642, lauv-thor, 73, 2.150000
1652165233.669635, lauv-thor, 73, 2.200000
1652165234.671224, lauv-thor, 73, 2.180000
1652165235.670751, lauv-thor, 73, 2.220000
1652165236.670149, lauv-thor, 73, 2.230000
1652165237.669960, lauv-thor, 73, 2.210000
1652165238.670097, lauv-thor, 73, 2.170000
1652165239.669784, lauv-thor, 73, 2.220000
1652165240.668986, lauv-thor, 73, 2.200000
1652165241.670467, lauv-thor, 73, 2.220000
1652165242.670194, lauv-thor, 73, 2.220000
1652165243.669739, lauv-thor, 73, 2.150000
1652165244.668666, lauv-thor, 73, 2.180000
1652165245.669535, lauv-thor, 73, 2.240000
1652165246.670011, lauv-thor, 73, 2.250000
1652165247.669422, lauv-thor, 73, 2.300000
1652165248.669300, lauv-thor, 73, 2.350000
1652165249.669420, lauv-thor, 73, 2.170000
1652165250.668709, lauv-thor, 73, 2.090000
1652165251.668589, lauv-thor, 73, 2.100000
1652165252.667961, lauv-thor, 73, 2.140000
1652165253.667795, lauv-thor, 73, 2.230000
1652165254.668753, lauv-thor, 73, 2.300000
1652165255.668359, lauv-thor, 73, 2.380000
1652165256.668781, lauv-thor, 73, 2.390000
1652165257.668430, lauv-thor, 73, 2.390000
1652165258.668207, lauv-thor, 73, 2.460000
1652165259.668188, lauv-thor, 73, 2.510000
1652165260.667707, lauv-thor, 73, 2.470000
1652165261.667017, lauv-thor, 73, 2.340000
1652165262.667002, lauv-thor, 73, 2.390000
1652165263.666887, lauv-thor, 73, 2.380000
1652165264.667691, lauv-thor, 73, 2.350000
1652165265.667971, lauv-thor, 73, 2.390000
1652165266.668033, lauv-thor, 73, 2.480000
1652165267.667034, lauv-thor, 73, 2.490000
1652165268.667523, lauv-thor, 73, 2.350000
1652165269.667535, lauv-thor, 73, 2.270000
1652165270.666811, lauv-thor, 73, 2.430000
1652165271.667007, lauv-thor, 73, 2.430000
1652165272.666801, lauv-thor, 73, 2.420000
1652165273.667285, lauv-thor, 73, 2.340000
1652165274.667325, lauv-thor, 73, 2.340000
1652165275.665856, lauv-thor, 73, 2.360000
1652165276.665788, lauv-thor, 73, 2.360000
1652165277.666896, lauv-thor, 73, 2.360000
1652165278.666555, lauv-thor, 73, 2.390000
1652165279.667333, lauv-thor, 73, 2.370000
1652165280.666816, lauv-thor, 73, 2.470000
1652165281.666427, lauv-thor, 73, 2.380000
1652165282.665027, lauv-thor, 73, 2.420000
1652165283.665021, lauv-thor, 73, 2.390000
1652165284.664767, lauv-thor, 73, 2.420000
1652165285.664906, lauv-thor, 73, 2.460000
1652165286.664788, lauv-thor, 73, 2.430000
1652165287.664801, lauv-thor, 73, 2.420000
1652165288.666695, lauv-thor, 73, 2.440000
1652165289.666589, lauv-thor, 73, 2.470000
1652165290.669408, lauv-thor, 73, 2.430000
1652165291.666867, lauv-thor, 73, 2.400000
1652165292.666685, lauv-thor, 73, 2.410000
1652165293.666254, lauv-thor, 73, 2.460000
1652165294.666241, lauv-thor, 73, 2.470000
1652165295.665643, lauv-thor, 73, 2.480000
1652165296.665849, lauv-thor, 73, 2.420000
1652165297.663834, lauv-thor, 73, 2.610000
1652165298.664820, lauv-thor, 73, 2.440000
1652165299.665850, lauv-thor, 73, 2.500000
1652165300.665308, lauv-thor, 73, 2.230000
1652165301.665802, lauv-thor, 73, 2.320000
1652165302.665293, lauv-thor, 73, 2.370000
1652165303.667097, lauv-thor, 73, 2.470000
1652165304.665318, lauv-thor, 73, 2.530000
1652165305.664260, lauv-thor, 73, 2.500000
1652165306.662813, lauv-thor, 73, 2.470000
1652165307.665411, lauv-thor, 73, 2.510000
1652165308.665395, lauv-thor, 73, 2.570000
1652165309.665404, lauv-thor, 73, 2.510000
1652165310.665441, lauv-thor, 73, 2.620000
1652165311.665191, lauv-thor, 73, 2.610000
1652165312.663732, lauv-thor, 73, 2.680000
1652165313.665331, lauv-thor, 73, 2.530000
1652165314.665164, lauv-thor, 73, 2.500000
1652165315.663158, lauv-thor, 73, 2.480000
1652165316.665185, lauv-thor, 73, 2.480000
1652165317.663666, lauv-thor, 73, 2.650000
1652165318.662821, lauv-thor, 73, 2.560000
1652165319.662919, lauv-thor, 73, 2.420000
1652165320.663567, lauv-thor, 73, 2.440000
1652165321.664835, lauv-thor, 73, 2.420000
1652165322.663488, lauv-thor, 73, 2.420000
1652165323.662809, lauv-thor, 73, 2.370000
1652165324.663246, lauv-thor, 73, 2.490000
1652165325.661007, lauv-thor, 73, 2.470000
1652165326.662965, lauv-thor, 73, 2.490000
1652165327.661754, lauv-thor, 73, 2.520000
1652165328.661910, lauv-thor, 73, 2.570000
1652165329.661700, lauv-thor, 73, 2.600000
1652165330.661934, lauv-thor, 73, 2.550000
1652165331.661782, lauv-thor, 73, 2.550000
1652165332.661975, lauv-thor, 73, 2.600000
1652165333.661386, lauv-thor, 73, 2.610000
1652165334.661144, lauv-thor, 73, 2.460000
1652165335.660751, lauv-thor, 73, 2.450000
1652165336.661000, lauv-thor, 73, 2.510000
1652165337.660630, lauv-thor, 73, 2.410000
1652165338.659963, lauv-thor, 73, 2.590000
1652165339.659914, lauv-thor, 73, 2.630000
1652165340.660488, lauv-thor, 73, 2.580000
1652165341.660747, lauv-thor, 73, 2.530000
1652165342.661110, lauv-thor, 73, 2.510000
1652165343.660573, lauv-thor, 73, 2.450000
1652165344.660293, lauv-thor, 73, 2.460000
1652165345.660487, lauv-thor, 73, 2.450000
1652165346.659981, lauv-thor, 73, 2.380000
1652165347.660188, lauv-thor, 73, 2.510000
1652165348.659807, lauv-thor, 73, 2.580000
1652165349.660028, lauv-thor, 73, 2.590000
1652165350.658940, lauv-thor, 73, 2.650000
1652165351.658757, lauv-thor, 73, 2.550000
1652165352.658764, lauv-thor, 73, 2.450000
1652165353.659937, lauv-thor, 73, 2.570000
1652165354.659700, lauv-thor, 73, 2.490000
1652165355.659599, lauv-thor, 73, 2.450000
1652165356.659261, lauv-thor, 73, 2.490000
1652165357.659086, lauv-thor, 73, 2.510000
1652165358.657973, lauv-thor, 73, 2.530000
1652165359.657909, lauv-thor, 73, 2.490000
1652165360.659293, lauv-thor, 73, 2.530000
1652165361.657812, lauv-thor, 73, 2.490000
1652165362.657757, lauv-thor, 73, 2.500000
1652165363.658922, lauv-thor, 73, 2.410000
1652165364.657811, lauv-thor, 73, 2.380000
1652165365.658188, lauv-thor, 73, 2.420000
1652165366.657593, lauv-thor, 73, 2.450000
1652165367.658556, lauv-thor, 73, 2.330000
1652165368.658347, lauv-thor, 73, 2.420000
1652165369.658147, lauv-thor, 73, 2.420000
1652165370.658426, lauv-thor, 73, 2.420000
1652165371.658475, lauv-thor, 73, 2.390000
1652165372.657656, lauv-thor, 73, 2.460000
1652165373.656801, lauv-thor, 73, 2.340000
1652165374.656917, lauv-thor, 73, 2.420000
1652165375.660884, lauv-thor, 73, 2.420000
1652165376.657962, lauv-thor, 73, 2.370000
1652165377.658181, lauv-thor, 73, 2.370000
1652165378.657779, lauv-thor, 73, 2.400000
1652165379.657400, lauv-thor, 73, 2.380000
1652165380.657481, lauv-thor, 73, 2.440000
1652165381.657264, lauv-thor, 73, 2.480000
1652165382.657256, lauv-thor, 73, 2.400000
1652165383.655981, lauv-thor, 73, 2.330000
1652165384.655938, lauv-thor, 73, 2.310000
1652165385.655838, lauv-thor, 73, 2.360000
1652165386.655760, lauv-thor, 73, 2.340000
1652165387.657100, lauv-thor, 73, 2.410000
1652165388.656336, lauv-thor, 73, 2.360000
1652165389.656680, lauv-thor, 73, 2.370000
1652165390.656456, lauv-thor, 73, 2.420000
1652165391.656362, lauv-thor, 73, 2.420000
1652165392.656128, lauv-thor, 73, 2.420000
1652165393.655838, lauv-thor, 73, 2.390000
1652165394.654885, lauv-thor, 73, 2.370000
1652165395.654854, lauv-thor, 73, 2.350000
1652165396.656983, lauv-thor, 73, 2.360000
1652165397.654836, lauv-thor, 73, 2.310000
1652165398.654720, lauv-thor, 73, 2.300000
1652165399.655980, lauv-thor, 73, 2.300000
1652165400.655305, lauv-thor, 73, 2.310000
1652165401.655314, lauv-thor, 73, 2.370000
1652165402.655252, lauv-thor, 73, 2.350000
1652165403.655159, lauv-thor, 73, 2.250000
1652165404.655293, lauv-thor, 73, 2.250000
1652165405.654015, lauv-thor, 73, 2.290000
1652165406.653825, lauv-thor, 73, 2.340000
1652165407.655478, lauv-thor, 73, 2.260000
1652165408.655108, lauv-thor, 73, 2.340000
1652165409.655318, lauv-thor, 73, 2.350000
1652165410.655120, lauv-thor, 73, 2.250000
1652165411.655271, lauv-thor, 73, 2.250000
1652165412.655283, lauv-thor, 73, 2.290000
1652165413.655165, lauv-thor, 73, 2.390000
1652165414.654390, lauv-thor, 73, 2.320000
1652165415.653269, lauv-thor, 73, 2.260000
1652165416.654133, lauv-thor, 73, 2.330000
1652165417.652956, lauv-thor, 73, 2.270000
1652165418.652977, lauv-thor, 73, 2.320000
1652165419.654517, lauv-thor, 73, 2.250000
1652165420.655235, lauv-thor, 73, 2.290000
1652165421.653812, lauv-thor, 73, 2.280000
1652165422.654722, lauv-thor, 73, 2.270000
1652165423.654351, lauv-thor, 73, 2.240000
1652165424.653751, lauv-thor, 73, 2.210000
1652165425.653744, lauv-thor, 73, 2.170000
1652165426.651815, lauv-thor, 73, 2.170000
1652165427.656789, lauv-thor, 73, 2.210000
1652165428.653715, lauv-thor, 73, 2.210000
1652165429.653445, lauv-thor, 73, 2.160000
1652165430.653655, lauv-thor, 73, 2.240000
1652165431.654209, lauv-thor, 73, 2.280000
1652165432.652960, lauv-thor, 73, 2.120000
1652165433.653316, lauv-thor, 73, 2.160000
1652165434.653868, lauv-thor, 73, 2.160000
1652165435.652835, lauv-thor, 73, 2.040000
1652165436.653233, lauv-thor, 73, 2.090000
1652165437.652740, lauv-thor, 73, 2.200000
1652165438.650862, lauv-thor, 73, 2.190000
1652165439.650871, lauv-thor, 73, 2.340000
1652165440.650854, lauv-thor, 73, 2.740000
1652165441.653210, lauv-thor, 73, 3.610000
1652165442.652544, lauv-thor, 73, 4.920000
1652165443.652679, lauv-thor, 73, 4.030000
1652165444.652155, lauv-thor, 73, 3.120000
1652165445.652549, lauv-thor, 73, 2.740000
1652165446.652090, lauv-thor, 73, 2.740000
1652165447.653187, lauv-thor, 73, 2.900000
1652165448.651314, lauv-thor, 73, 4.400000
1652165449.651130, lauv-thor, 73, 4.960000
1652165450.653024, lauv-thor, 73, 3.910000
1652165451.651916, lauv-thor, 73, 3.060000
1652165452.652112, lauv-thor, 73, 2.640000
1652165453.652149, lauv-thor, 73, 2.340000
1652165454.651464, lauv-thor, 73, 2.170000
1652165455.651033, lauv-thor, 73, 2.130000
1652165456.651238, lauv-thor, 73, 1.960000
1652165457.652357, lauv-thor, 73, 1.890000
1652165458.652940, lauv-thor, 73, 1.830000
1652165459.652738, lauv-thor, 73, 1.820000
1652165460.648961, lauv-thor, 73, 1.810000
1652165461.648859, lauv-thor, 73, 1.890000
1652165462.651111, lauv-thor, 73, 1.860000
1652165463.651702, lauv-thor, 73, 1.920000
1652165464.651401, lauv-thor, 73, 1.970000
1652165465.650748, lauv-thor, 73, 1.980000
1652165466.651019, lauv-thor, 73, 1.960000
1652165467.650325, lauv-thor, 73, 1.940000
1652165468.651249, lauv-thor, 73, 1.980000
1652165469.650521, lauv-thor, 73, 2.030000
1652165470.648764, lauv-thor, 73, 2.180000
1652165471.651113, lauv-thor, 73, 2.220000
1652165472.649936, lauv-thor, 73, 2.280000
1652165473.651343, lauv-thor, 73, 2.300000
1652165474.649843, lauv-thor, 73, 2.190000
1652165475.649120, lauv-thor, 73, 2.210000
1652165476.649790, lauv-thor, 73, 2.230000
1652165477.649238, lauv-thor, 73, 2.200000
1652165478.648897, lauv-thor, 73, 2.270000
1652165479.649123, lauv-thor, 73, 2.280000
1652165480.646739, lauv-thor, 73, 2.330000
1652165481.647010, lauv-thor, 73, 2.280000
1652165482.648400, lauv-thor, 73, 2.270000
1652165483.646593, lauv-thor, 73, 2.300000
1652165484.647288, lauv-thor, 73, 2.280000
1652165485.647132, lauv-thor, 73, 2.300000
1652165486.647121, lauv-thor, 73, 2.330000
1652165487.647236, lauv-thor, 73, 2.310000
1652165488.646915, lauv-thor, 73, 2.380000
1652165489.646612, lauv-thor, 73, 2.370000
1652165490.647234, lauv-thor, 73, 2.360000
1652165491.645930, lauv-thor, 73, 2.290000
1652165492.645816, lauv-thor, 73, 2.200000
1652165493.646739, lauv-thor, 73, 2.220000
1652165494.646964, lauv-thor, 73, 2.330000
1652165495.646928, lauv-thor, 73, 2.360000
1652165496.646976, lauv-thor, 73, 2.340000
1652165497.646869, lauv-thor, 73, 2.290000
1652165498.645784, lauv-thor, 73, 2.100000
1652165499.646202, lauv-thor, 73, 2.230000
1652165500.646142, lauv-thor, 73, 2.250000
1652165501.645887, lauv-thor, 73, 2.250000
1652165502.644857, lauv-thor, 73, 2.430000
1652165503.644861, lauv-thor, 73, 2.530000
1652165504.644774, lauv-thor, 73, 2.370000
1652165505.645649, lauv-thor, 73, 2.360000
1652165506.645875, lauv-thor, 73, 2.190000
1652165507.645889, lauv-thor, 73, 2.210000
1652165508.645117, lauv-thor, 73, 2.250000
1652165509.645182, lauv-thor, 73, 2.480000
1652165510.645302, lauv-thor, 73, 2.430000
1652165511.644784, lauv-thor, 73, 2.270000
1652165512.643959, lauv-thor, 73, 2.200000
1652165513.643740, lauv-thor, 73, 2.260000
1652165514.643948, lauv-thor, 73, 2.240000
1652165515.643836, lauv-thor, 73, 2.280000
1652165516.643728, lauv-thor, 73, 2.370000
1652165517.644292, lauv-thor, 73, 2.590000
1652165518.644030, lauv-thor, 73, 2.970000
1652165519.644599, lauv-thor, 73, 3.240000
1652165520.644188, lauv-thor, 73, 4.060000
1652165521.643715, lauv-thor, 73, 5.050000
1652165522.642993, lauv-thor, 73, 4.260000
1652165523.643011, lauv-thor, 73, 3.290000
1652165524.644002, lauv-thor, 73, 2.760000
1652165525.642795, lauv-thor, 73, 2.630000
1652165526.643973, lauv-thor, 73, 2.460000
1652165527.643410, lauv-thor, 73, 2.180000
1652165528.643482, lauv-thor, 73, 2.180000
1652165529.643605, lauv-thor, 73, 1.970000
1652165530.643414, lauv-thor, 73, 1.670000
1652165531.644886, lauv-thor, 73, 1.340000
1652165532.648263, lauv-thor, 73, 1.080000
1652165533.641784, lauv-thor, 73, 0.940000
1652165534.642819, lauv-thor, 73, 0.850000
1652165535.643215, lauv-thor, 73, 0.850000
1652165536.652300, lauv-thor, 73, 0.810000
1652165537.643609, lauv-thor, 73, 0.780000
1652165538.643686, lauv-thor, 73, 0.800000
1652165539.643617, lauv-thor, 73, 0.770000
1652165540.643309, lauv-thor, 73, 0.810000
1652165541.642806, lauv-thor, 73, 0.990000
1652165542.643328, lauv-thor, 73, 1.280000
1652165543.642995, lauv-thor, 73, 1.610000
1652165544.642318, lauv-thor, 73, 1.850000
1652165545.641876, lauv-thor, 73, 2.030000
1652165546.640858, lauv-thor, 73, 2.300000
1652165547.642677, lauv-thor, 73, 2.420000
1652165548.641817, lauv-thor, 73, 2.920000
1652165549.642299, lauv-thor, 73, 4.220000
