timestamp (seconds since 01/01/1970), system, entity , value (psu)
1652101027.385753, lauv-thor, 73, 12.066000
1652101028.387012, lauv-thor, 73, 12.112000
1652101029.386440, lauv-thor, 73, 12.066000
1652101030.387693, lauv-thor, 73, 12.007000
1652101031.387825, lauv-thor, 73, 12.040000
1652101032.386389, lauv-thor, 73, 12.144000
1652101033.385972, lauv-thor, 73, 12.345000
1652101034.386161, lauv-thor, 73, 12.542000
1652101035.386232, lauv-thor, 73, 12.612000
1652101036.387013, lauv-thor, 73, 12.619000
1652101037.384207, lauv-thor, 73, 12.630000
1652101038.385814, lauv-thor, 73, 12.644000
1652101039.385066, lauv-thor, 73, 12.727000
1652101040.385188, lauv-thor, 73, 12.885000
1652101041.385566, lauv-thor, 73, 12.844000
1652101042.385233, lauv-thor, 73, 13.164000
1652101043.385020, lauv-thor, 73, 13.801000
1652101044.384419, lauv-thor, 73, 14.896000
1652101045.384100, lauv-thor, 73, 16.337000
1652101046.385263, lauv-thor, 73, 17.035999
1652101047.384670, lauv-thor, 73, 17.253000
1652101048.385127, lauv-thor, 73, 17.177999
1652101049.384132, lauv-thor, 73, 17.004000
1652101050.384319, lauv-thor, 73, 17.232000
1652101051.384251, lauv-thor, 73, 17.445000
1652101052.387798, lauv-thor, 73, 17.653000
1652101053.383516, lauv-thor, 73, 17.761999
1652101054.383772, lauv-thor, 73, 17.514000
1652101055.383484, lauv-thor, 73, 17.261999
1652101056.383206, lauv-thor, 73, 17.139000
1652101057.386424, lauv-thor, 73, 17.257000
1652101058.388375, lauv-thor, 73, 17.319000
1652101059.384049, lauv-thor, 73, 17.216000
1652101060.383729, lauv-thor, 73, 16.982000
1652101061.383327, lauv-thor, 73, 16.454000
1652101062.384043, lauv-thor, 73, 16.243000
1652101063.383140, lauv-thor, 73, 16.372999
1652101064.383179, lauv-thor, 73, 16.798000
1652101065.384121, lauv-thor, 73, 16.927999
1652101066.383795, lauv-thor, 73, 17.107000
1652101067.383714, lauv-thor, 73, 17.055000
1652101068.383325, lauv-thor, 73, 16.825001
1652101069.383011, lauv-thor, 73, 16.736000
1652101070.382910, lauv-thor, 73, 16.867001
1652101071.382464, lauv-thor, 73, 17.044001
1652101072.382153, lauv-thor, 73, 17.136999
1652101073.382087, lauv-thor, 73, 17.215000
1652101074.382724, lauv-thor, 73, 17.250000
1652101075.382293, lauv-thor, 73, 17.266001
1652101076.381170, lauv-thor, 73, 16.896999
1652101077.381236, lauv-thor, 73, 16.954000
1652101078.380654, lauv-thor, 73, 17.254000
1652101079.381360, lauv-thor, 73, 17.381001
1652101080.382134, lauv-thor, 73, 17.667000
1652101081.381733, lauv-thor, 73, 18.349001
1652101082.381574, lauv-thor, 73, 18.653999
1652101083.380677, lauv-thor, 73, 18.750000
1652101084.380546, lauv-thor, 73, 18.379999
1652101085.380682, lauv-thor, 73, 17.600000
1652101086.381474, lauv-thor, 73, 17.944000
1652101087.382014, lauv-thor, 73, 18.181000
1652101088.382159, lauv-thor, 73, 17.580000
1652101089.381541, lauv-thor, 73, 17.910999
1652101090.381049, lauv-thor, 73, 17.988001
1652101091.380730, lauv-thor, 73, 18.162001
1652101092.380547, lauv-thor, 73, 18.249001
1652101093.381057, lauv-thor, 73, 18.219999
1652101094.380175, lauv-thor, 73, 18.052999
1652101095.380145, lauv-thor, 73, 18.063999
1652101096.380244, lauv-thor, 73, 18.018000
1652101097.380423, lauv-thor, 73, 17.979000
1652101098.380658, lauv-thor, 73, 17.879000
1652101099.380418, lauv-thor, 73, 17.577000
1652101100.380760, lauv-thor, 73, 17.631001
1652101101.380080, lauv-thor, 73, 17.576000
1652101102.379767, lauv-thor, 73, 17.568001
1652101103.380089, lauv-thor, 73, 17.533001
1652101104.379506, lauv-thor, 73, 17.486000
1652101105.379429, lauv-thor, 73, 17.125999
1652101106.380703, lauv-thor, 73, 16.778999
1652101107.379347, lauv-thor, 73, 16.650999
1652101108.379203, lauv-thor, 73, 16.403999
1652101109.379077, lauv-thor, 73, 16.247000
1652101110.378851, lauv-thor, 73, 16.195000
1652101111.382386, lauv-thor, 73, 16.181999
1652101112.377943, lauv-thor, 73, 16.100000
1652101113.379232, lauv-thor, 73, 16.031000
1652101114.377496, lauv-thor, 73, 16.040001
1652101115.378885, lauv-thor, 73, 16.086000
1652101116.379473, lauv-thor, 73, 16.145000
1652101117.378833, lauv-thor, 73, 16.396999
1652101118.379516, lauv-thor, 73, 16.625000
1652101119.379746, lauv-thor, 73, 16.681000
1652101120.377114, lauv-thor, 73, 16.663000
1652101121.378787, lauv-thor, 73, 16.674000
1652101122.378798, lauv-thor, 73, 16.664000
1652101123.378452, lauv-thor, 73, 16.590000
1652101124.378045, lauv-thor, 73, 16.381001
1652101125.376952, lauv-thor, 73, 16.562000
1652101126.377848, lauv-thor, 73, 16.735001
1652101127.377515, lauv-thor, 73, 16.740999
1652101128.376857, lauv-thor, 73, 16.628000
1652101129.376944, lauv-thor, 73, 16.837999
1652101130.376736, lauv-thor, 73, 17.066999
1652101131.376838, lauv-thor, 73, 17.094000
1652101132.377824, lauv-thor, 73, 17.052999
1652101133.376225, lauv-thor, 73, 16.995001
1652101134.375957, lauv-thor, 73, 16.944000
1652101135.376931, lauv-thor, 73, 17.240999
1652101136.376730, lauv-thor, 73, 17.281000
1652101137.376396, lauv-thor, 73, 17.018000
1652101138.376264, lauv-thor, 73, 16.792999
1652101139.375275, lauv-thor, 73, 16.594000
1652101140.374627, lauv-thor, 73, 16.379999
1652101141.374735, lauv-thor, 73, 16.125000
1652101142.374712, lauv-thor, 73, 16.353001
1652101143.374686, lauv-thor, 73, 17.128000
1652101144.376170, lauv-thor, 73, 17.379000
1652101145.375371, lauv-thor, 73, 16.608000
1652101146.374295, lauv-thor, 73, 16.155001
1652101147.374707, lauv-thor, 73, 15.815000
1652101148.374382, lauv-thor, 73, 15.614000
1652101149.374462, lauv-thor, 73, 15.557000
1652101150.374645, lauv-thor, 73, 15.485000
1652101151.374270, lauv-thor, 73, 15.435000
1652101152.373984, lauv-thor, 73, 15.420000
1652101153.373658, lauv-thor, 73, 15.415000
1652101154.373713, lauv-thor, 73, 15.398000
1652101155.373820, lauv-thor, 73, 15.369000
1652101156.373912, lauv-thor, 73, 15.354000
1652101157.377941, lauv-thor, 73, 15.376000
1652101158.374119, lauv-thor, 73, 15.391000
1652101159.373778, lauv-thor, 73, 15.376000
1652101160.373153, lauv-thor, 73, 15.350000
1652101161.373308, lauv-thor, 73, 15.330000
1652101162.373658, lauv-thor, 73, 15.298000
1652101163.373126, lauv-thor, 73, 15.263000
1652101164.373339, lauv-thor, 73, 15.232000
1652101165.372697, lauv-thor, 73, 15.252000
1652101166.373381, lauv-thor, 73, 15.255000
1652101167.372219, lauv-thor, 73, 15.308000
1652101168.372345, lauv-thor, 73, 15.333000
1652101169.373372, lauv-thor, 73, 15.397000
1652101170.373318, lauv-thor, 73, 15.476000
1652101171.372840, lauv-thor, 73, 15.508000
1652101172.372657, lauv-thor, 73, 15.564000
1652101173.372022, lauv-thor, 73, 15.683000
1652101174.372323, lauv-thor, 73, 15.741000
1652101175.372098, lauv-thor, 73, 15.823000
1652101176.370921, lauv-thor, 73, 15.926000
1652101177.371393, lauv-thor, 73, 16.010000
1652101178.373110, lauv-thor, 73, 16.212999
1652101179.372818, lauv-thor, 73, 16.402000
1652101180.372683, lauv-thor, 73, 16.468000
1652101181.372115, lauv-thor, 73, 16.382999
1652101182.371884, lauv-thor, 73, 16.358999
1652101183.374017, lauv-thor, 73, 16.242001
1652101184.371425, lauv-thor, 73, 16.370001
1652101185.371314, lauv-thor, 73, 16.613001
1652101186.371823, lauv-thor, 73, 16.622000
1652101187.372084, lauv-thor, 73, 16.627001
1652101188.374035, lauv-thor, 73, 16.676001
1652101189.372013, lauv-thor, 73, 16.879999
1652101190.371306, lauv-thor, 73, 16.973000
1652101191.371416, lauv-thor, 73, 17.007999
1652101192.371019, lauv-thor, 73, 17.013000
1652101193.370299, lauv-thor, 73, 16.997999
1652101194.370573, lauv-thor, 73, 16.980000
1652101195.370266, lauv-thor, 73, 17.117001
1652101196.370142, lauv-thor, 73, 17.212000
1652101197.369634, lauv-thor, 73, 17.287001
1652101198.370795, lauv-thor, 73, 17.278000
1652101199.370728, lauv-thor, 73, 17.205999
1652101200.370646, lauv-thor, 73, 17.032000
1652101201.370360, lauv-thor, 73, 16.645000
1652101202.370098, lauv-thor, 73, 16.551001
1652101203.370308, lauv-thor, 73, 16.363001
1652101204.369546, lauv-thor, 73, 16.145000
1652101205.369173, lauv-thor, 73, 15.889000
1652101206.371018, lauv-thor, 73, 15.821000
1652101207.369683, lauv-thor, 73, 16.096001
