timestamp (seconds since 01/01/1970), system, entity , value (psu)
1652101208.369843, lauv-thor, 73, 16.274000
1652101209.370512, lauv-thor, 73, 16.409000
1652101210.369424, lauv-thor, 73, 16.201000
1652101211.370348, lauv-thor, 73, 16.014999
1652101212.368945, lauv-thor, 73, 16.243999
1652101213.369232, lauv-thor, 73, 16.420000
1652101214.369420, lauv-thor, 73, 16.610001
1652101215.369234, lauv-thor, 73, 16.738001
1652101216.369200, lauv-thor, 73, 16.811001
1652101217.368395, lauv-thor, 73, 16.840000
1652101218.368144, lauv-thor, 73, 16.912001
1652101219.369187, lauv-thor, 73, 16.954000
1652101220.368571, lauv-thor, 73, 16.957001
1652101221.369303, lauv-thor, 73, 16.795000
1652101222.369123, lauv-thor, 73, 16.448000
1652101223.368698, lauv-thor, 73, 16.284000
1652101224.368893, lauv-thor, 73, 16.997999
1652101225.368421, lauv-thor, 73, 18.254999
1652101226.368306, lauv-thor, 73, 19.153000
1652101227.368438, lauv-thor, 73, 19.527000
1652101228.367828, lauv-thor, 73, 19.516001
1652101229.369249, lauv-thor, 73, 18.806000
1652101230.367478, lauv-thor, 73, 17.754999
1652101231.369013, lauv-thor, 73, 16.733000
1652101232.368775, lauv-thor, 73, 16.996000
1652101233.369108, lauv-thor, 73, 17.973000
1652101234.370849, lauv-thor, 73, 18.875000
1652101235.367875, lauv-thor, 73, 19.027000
1652101236.367526, lauv-thor, 73, 18.402000
1652101237.368370, lauv-thor, 73, 17.011000
1652101238.367579, lauv-thor, 73, 16.124001
1652101239.368446, lauv-thor, 73, 15.872000
1652101240.367861, lauv-thor, 73, 15.735000
1652101241.367444, lauv-thor, 73, 15.706000
1652101242.366828, lauv-thor, 73, 15.648000
1652101243.366574, lauv-thor, 73, 15.597000
1652101244.372408, lauv-thor, 73, 15.500000
1652101245.367504, lauv-thor, 73, 15.289000
1652101246.366964, lauv-thor, 73, 14.987000
1652101247.366753, lauv-thor, 73, 15.155000
1652101248.366645, lauv-thor, 73, 15.162000
1652101249.368384, lauv-thor, 73, 15.340000
1652101250.366091, lauv-thor, 73, 15.407000
1652101251.365879, lauv-thor, 73, 15.412000
1652101252.365530, lauv-thor, 73, 15.380000
1652101253.365507, lauv-thor, 73, 15.366000
1652101254.368265, lauv-thor, 73, 15.364000
1652101255.365142, lauv-thor, 73, 15.373000
1652101256.363725, lauv-thor, 73, 15.445000
1652101257.365321, lauv-thor, 73, 15.498000
1652101258.365518, lauv-thor, 73, 15.616000
1652101259.367425, lauv-thor, 73, 15.790000
1652101260.365788, lauv-thor, 73, 16.066999
1652101261.365317, lauv-thor, 73, 16.292000
1652101262.365371, lauv-thor, 73, 16.462000
1652101263.366343, lauv-thor, 73, 16.451000
1652101264.368142, lauv-thor, 73, 16.521000
1652101265.366281, lauv-thor, 73, 16.389999
1652101266.364194, lauv-thor, 73, 16.191999
1652101267.364726, lauv-thor, 73, 16.302999
1652101268.364815, lauv-thor, 73, 16.443001
1652101269.364092, lauv-thor, 73, 16.535000
1652101270.364111, lauv-thor, 73, 16.872000
1652101271.364831, lauv-thor, 73, 16.884001
1652101272.363919, lauv-thor, 73, 16.674000
1652101273.363955, lauv-thor, 73, 16.514999
1652101274.364990, lauv-thor, 73, 16.372000
1652101275.364028, lauv-thor, 73, 16.048000
1652101276.362384, lauv-thor, 73, 15.891000
1652101277.363772, lauv-thor, 73, 15.800000
1652101278.363203, lauv-thor, 73, 15.759000
1652101279.363134, lauv-thor, 73, 15.763000
1652101280.363556, lauv-thor, 73, 15.705000
1652101281.363130, lauv-thor, 73, 15.785000
1652101282.362897, lauv-thor, 73, 15.827000
1652101283.363342, lauv-thor, 73, 15.855000
1652101284.363107, lauv-thor, 73, 15.854000
1652101285.362130, lauv-thor, 73, 15.880000
1652101286.361376, lauv-thor, 73, 16.025000
1652101287.364237, lauv-thor, 73, 16.024000
1652101288.362948, lauv-thor, 73, 16.073999
1652101289.362191, lauv-thor, 73, 16.216000
1652101290.364096, lauv-thor, 73, 16.221001
1652101291.362730, lauv-thor, 73, 16.264999
1652101292.364312, lauv-thor, 73, 16.382000
1652101293.361910, lauv-thor, 73, 16.518000
1652101294.362219, lauv-thor, 73, 16.591999
1652101295.362735, lauv-thor, 73, 16.600000
1652101296.362816, lauv-thor, 73, 16.653000
1652101297.362835, lauv-thor, 73, 16.822001
1652101298.362374, lauv-thor, 73, 16.920000
1652101299.362341, lauv-thor, 73, 17.021000
1652101300.362270, lauv-thor, 73, 17.243000
1652101301.362083, lauv-thor, 73, 17.306000
1652101302.362171, lauv-thor, 73, 17.371000
1652101303.361680, lauv-thor, 73, 17.125999
1652101304.362032, lauv-thor, 73, 17.051001
1652101305.361623, lauv-thor, 73, 17.038000
1652101306.361623, lauv-thor, 73, 17.091999
1652101307.362069, lauv-thor, 73, 17.163000
1652101308.362300, lauv-thor, 73, 17.181999
1652101309.362134, lauv-thor, 73, 17.148001
1652101310.362207, lauv-thor, 73, 17.127001
1652101311.362393, lauv-thor, 73, 16.934999
1652101312.362012, lauv-thor, 73, 16.705000
1652101313.360963, lauv-thor, 73, 16.724001
1652101314.361396, lauv-thor, 73, 16.576000
1652101315.360544, lauv-thor, 73, 16.469000
1652101316.362120, lauv-thor, 73, 16.622000
1652101317.361223, lauv-thor, 73, 16.707001
1652101318.362150, lauv-thor, 73, 16.707001
1652101319.362262, lauv-thor, 73, 16.731001
1652101320.361509, lauv-thor, 73, 16.754999
1652101321.362380, lauv-thor, 73, 16.804001
1652101322.362509, lauv-thor, 73, 16.837000
1652101323.362011, lauv-thor, 73, 16.931999
1652101324.361475, lauv-thor, 73, 16.981001
1652101325.361456, lauv-thor, 73, 17.027000
1652101326.360418, lauv-thor, 73, 17.014000
1652101327.362452, lauv-thor, 73, 17.030001
1652101328.362362, lauv-thor, 73, 17.090000
1652101329.363163, lauv-thor, 73, 17.124001
1652101330.362704, lauv-thor, 73, 17.171000
1652101331.360955, lauv-thor, 73, 17.240000
1652101332.361933, lauv-thor, 73, 17.277000
1652101333.361243, lauv-thor, 73, 17.282000
1652101334.361377, lauv-thor, 73, 17.298000
1652101335.364166, lauv-thor, 73, 17.343000
1652101336.360888, lauv-thor, 73, 17.392000
1652101337.361455, lauv-thor, 73, 17.438999
1652101338.360770, lauv-thor, 73, 17.472000
1652101339.361047, lauv-thor, 73, 17.544001
1652101340.361031, lauv-thor, 73, 17.552999
1652101341.362133, lauv-thor, 73, 17.577999
1652101342.364731, lauv-thor, 73, 17.597000
1652101343.358661, lauv-thor, 73, 17.566000
1652101344.358331, lauv-thor, 73, 17.646000
1652101345.357171, lauv-thor, 73, 17.660999
1652101346.357319, lauv-thor, 73, 17.743000
1652101347.356896, lauv-thor, 73, 17.913000
1652101348.357516, lauv-thor, 73, 17.882000
1652101349.357202, lauv-thor, 73, 17.898001
1652101350.357845, lauv-thor, 73, 18.000999
1652101351.357141, lauv-thor, 73, 18.016001
1652101352.356183, lauv-thor, 73, 17.992001
1652101353.357120, lauv-thor, 73, 17.968000
1652101354.356632, lauv-thor, 73, 17.962000
1652101355.357561, lauv-thor, 73, 17.980000
1652101356.356141, lauv-thor, 73, 17.979000
1652101357.355497, lauv-thor, 73, 17.916000
1652101358.355295, lauv-thor, 73, 17.976999
1652101359.355976, lauv-thor, 73, 17.957001
1652101360.355688, lauv-thor, 73, 17.927999
1652101361.355761, lauv-thor, 73, 17.982000
1652101362.356259, lauv-thor, 73, 18.000000
1652101363.356626, lauv-thor, 73, 18.021999
1652101364.357744, lauv-thor, 73, 17.955999
1652101365.357827, lauv-thor, 73, 17.978001
1652101366.358039, lauv-thor, 73, 17.993000
1652101367.354300, lauv-thor, 73, 18.028000
1652101368.355013, lauv-thor, 73, 18.042000
1652101369.354354, lauv-thor, 73, 18.027000
1652101370.354561, lauv-thor, 73, 17.979000
1652101371.354487, lauv-thor, 73, 17.983000
1652101372.355037, lauv-thor, 73, 17.987000
1652101373.354874, lauv-thor, 73, 18.014000
1652101374.354748, lauv-thor, 73, 17.993000
1652101375.354676, lauv-thor, 73, 18.003000
1652101376.353405, lauv-thor, 73, 18.028999
1652101377.353766, lauv-thor, 73, 18.028999
1652101378.354256, lauv-thor, 73, 18.037001
1652101379.353829, lauv-thor, 73, 18.009001
1652101380.353551, lauv-thor, 73, 18.032000
1652101381.353860, lauv-thor, 73, 18.027000
1652101382.354094, lauv-thor, 73, 18.009001
1652101383.353756, lauv-thor, 73, 18.066999
1652101384.354072, lauv-thor, 73, 18.076000
1652101385.353742, lauv-thor, 73, 18.021999
1652101386.353510, lauv-thor, 73, 18.039000
1652101387.353119, lauv-thor, 73, 18.197001
1652101388.353404, lauv-thor, 73, 17.906000
1652101389.352722, lauv-thor, 73, 17.454000
1652101390.352378, lauv-thor, 73, 17.461000
1652101391.352371, lauv-thor, 73, 17.796000
1652101392.352306, lauv-thor, 73, 17.799999
1652101393.354074, lauv-thor, 73, 17.862000
1652101394.352324, lauv-thor, 73, 17.830999
1652101395.352954, lauv-thor, 73, 17.590000
1652101396.356224, lauv-thor, 73, 17.479000
1652101397.355768, lauv-thor, 73, 17.412001
1652101398.352764, lauv-thor, 73, 17.370001
1652101399.352816, lauv-thor, 73, 17.362000
1652101400.352811, lauv-thor, 73, 17.356001
1652101401.352764, lauv-thor, 73, 17.346001
1652101402.351934, lauv-thor, 73, 17.365999
1652101403.351355, lauv-thor, 73, 17.371000
1652101404.352631, lauv-thor, 73, 17.344000
1652101405.352630, lauv-thor, 73, 17.304001
1652101406.352042, lauv-thor, 73, 17.268000
1652101407.352144, lauv-thor, 73, 17.271000
1652101408.352196, lauv-thor, 73, 17.274000
1652101409.352006, lauv-thor, 73, 17.289000
1652101410.351917, lauv-thor, 73, 17.246000
1652101411.351697, lauv-thor, 73, 17.075001
1652101412.351376, lauv-thor, 73, 16.895000
1652101413.351416, lauv-thor, 73, 16.372999
1652101414.351754, lauv-thor, 73, 16.063999
1652101415.351073, lauv-thor, 73, 15.790000
1652101416.350828, lauv-thor, 73, 15.686000
1652101417.350089, lauv-thor, 73, 15.543000
1652101418.350824, lauv-thor, 73, 15.378000
1652101419.351202, lauv-thor, 73, 15.308000
1652101420.350952, lauv-thor, 73, 15.325000
1652101421.350561, lauv-thor, 73, 15.356000
1652101422.350651, lauv-thor, 73, 15.418000
1652101423.350914, lauv-thor, 73, 15.458000
1652101424.349903, lauv-thor, 73, 15.518000
1652101425.349910, lauv-thor, 73, 15.548000
1652101426.349429, lauv-thor, 73, 15.583000
1652101427.351381, lauv-thor, 73, 15.637000
1652101428.350389, lauv-thor, 73, 15.646000
1652101429.349651, lauv-thor, 73, 15.662000
1652101430.349648, lauv-thor, 73, 15.686000
1652101431.349647, lauv-thor, 73, 15.741000
1652101432.349655, lauv-thor, 73, 15.683000
1652101433.349699, lauv-thor, 73, 15.763000
1652101434.348075, lauv-thor, 73, 15.841000
1652101435.349196, lauv-thor, 73, 16.356001
1652101436.350080, lauv-thor, 73, 17.197001
1652101437.350425, lauv-thor, 73, 17.746000
1652101438.349416, lauv-thor, 73, 18.271999
1652101439.352316, lauv-thor, 73, 18.420000
1652101440.355851, lauv-thor, 73, 18.253000
1652101441.349372, lauv-thor, 73, 17.934000
1652101442.349367, lauv-thor, 73, 16.957001
1652101443.348765, lauv-thor, 73, 16.320000
1652101444.348366, lauv-thor, 73, 15.447000
1652101445.350150, lauv-thor, 73, 14.116000
1652101446.347532, lauv-thor, 73, 13.080000
1652101447.346482, lauv-thor, 73, 12.496000
1652101448.347253, lauv-thor, 73, 12.720000
1652101449.346995, lauv-thor, 73, 12.933000
1652101450.350837, lauv-thor, 73, 12.745000
1652101451.346278, lauv-thor, 73, 12.641000
1652101452.346500, lauv-thor, 73, 12.787000
1652101453.347740, lauv-thor, 73, 12.647000
1652101454.346238, lauv-thor, 73, 12.060000
1652101455.346157, lauv-thor, 73, 12.283000
1652101456.347884, lauv-thor, 73, 12.448000
1652101457.346464, lauv-thor, 73, 12.426000
1652101458.347087, lauv-thor, 73, 12.672000
1652101459.346063, lauv-thor, 73, 13.609000
1652101460.346051, lauv-thor, 73, 13.855000
1652101461.346024, lauv-thor, 73, 12.876000
1652101462.345128, lauv-thor, 73, 12.518000
1652101463.346578, lauv-thor, 73, 12.947000
1652101464.345883, lauv-thor, 73, 13.087000
1652101465.345873, lauv-thor, 73, 13.344000
1652101466.346216, lauv-thor, 73, 14.002000
1652101467.345209, lauv-thor, 73, 14.310000
1652101468.344934, lauv-thor, 73, 14.463000
1652101469.345722, lauv-thor, 73, 14.371000
1652101470.344393, lauv-thor, 73, 14.158000
1652101471.344295, lauv-thor, 73, 14.158000
1652101472.343786, lauv-thor, 73, 14.598000
1652101473.344121, lauv-thor, 73, 14.621000
1652101474.345220, lauv-thor, 73, 14.786000
1652101475.344740, lauv-thor, 73, 15.116000
1652101476.344281, lauv-thor, 73, 15.591000
1652101477.344424, lauv-thor, 73, 15.905000
1652101478.344357, lauv-thor, 73, 15.855000
1652101479.344054, lauv-thor, 73, 15.424000
1652101480.343876, lauv-thor, 73, 15.692000
1652101481.343356, lauv-thor, 73, 15.489000
1652101482.344485, lauv-thor, 73, 14.602000
1652101483.343852, lauv-thor, 73, 14.226000
1652101484.343053, lauv-thor, 73, 14.720000
1652101485.343521, lauv-thor, 73, 15.476000
1652101486.343849, lauv-thor, 73, 15.944000
1652101487.344394, lauv-thor, 73, 16.191000
1652101488.345250, lauv-thor, 73, 16.233000
1652101489.343349, lauv-thor, 73, 16.278000
1652101490.343568, lauv-thor, 73, 16.414000
1652101491.343911, lauv-thor, 73, 16.517000
1652101492.343381, lauv-thor, 73, 16.541000
1652101493.344832, lauv-thor, 73, 16.479000
1652101494.343063, lauv-thor, 73, 16.400000
1652101495.342727, lauv-thor, 73, 16.372000
1652101496.343127, lauv-thor, 73, 16.403999
1652101497.343086, lauv-thor, 73, 16.406000
1652101498.343138, lauv-thor, 73, 16.378000
1652101499.342775, lauv-thor, 73, 16.382999
1652101500.342857, lauv-thor, 73, 16.402000
1652101501.343273, lauv-thor, 73, 16.400000
1652101502.343215, lauv-thor, 73, 16.395000
1652101503.343003, lauv-thor, 73, 16.417999
1652101504.342731, lauv-thor, 73, 16.493000
1652101505.342658, lauv-thor, 73, 16.521000
1652101506.342452, lauv-thor, 73, 16.568001
1652101507.342494, lauv-thor, 73, 16.658001
1652101508.342208, lauv-thor, 73, 16.757999
1652101509.342196, lauv-thor, 73, 16.808001
1652101510.342429, lauv-thor, 73, 16.729000
1652101511.341304, lauv-thor, 73, 16.665001
1652101512.341345, lauv-thor, 73, 16.726999
1652101513.342495, lauv-thor, 73, 16.766001
1652101514.342462, lauv-thor, 73, 16.768000
1652101515.342172, lauv-thor, 73, 16.750000
1652101516.342033, lauv-thor, 73, 16.775000
1652101517.341876, lauv-thor, 73, 16.780001
1652101518.341762, lauv-thor, 73, 16.768000
1652101519.342117, lauv-thor, 73, 16.743000
1652101520.341283, lauv-thor, 73, 16.771999
1652101521.341145, lauv-thor, 73, 16.785999
1652101522.341788, lauv-thor, 73, 16.782000
1652101523.341506, lauv-thor, 73, 16.862000
1652101524.342849, lauv-thor, 73, 16.857000
1652101525.349015, lauv-thor, 73, 16.709999
1652101526.347843, lauv-thor, 73, 16.629000
1652101527.347853, lauv-thor, 73, 16.514999
1652101528.341125, lauv-thor, 73, 16.580000
1652101529.341574, lauv-thor, 73, 16.725000
1652101530.341237, lauv-thor, 73, 16.728001
1652101531.340481, lauv-thor, 73, 16.750999
1652101532.340855, lauv-thor, 73, 16.819000
1652101533.339560, lauv-thor, 73, 16.857000
1652101534.339651, lauv-thor, 73, 16.944000
1652101535.341379, lauv-thor, 73, 16.930000
1652101536.341502, lauv-thor, 73, 16.962000
1652101537.341258, lauv-thor, 73, 17.070000
1652101538.341336, lauv-thor, 73, 16.972000
1652101539.340628, lauv-thor, 73, 16.663000
1652101540.340457, lauv-thor, 73, 15.993000
1652101541.340404, lauv-thor, 73, 15.117000
1652101542.339723, lauv-thor, 73, 15.299000
1652101543.341466, lauv-thor, 73, 15.373000
1652101544.339020, lauv-thor, 73, 15.120000
1652101545.338106, lauv-thor, 73, 15.580000
1652101546.338194, lauv-thor, 73, 16.031000
1652101547.338352, lauv-thor, 73, 16.193001
1652101548.338261, lauv-thor, 73, 16.285999
1652101549.338920, lauv-thor, 73, 16.177999
1652101550.340177, lauv-thor, 73, 16.180000
1652101551.339436, lauv-thor, 73, 16.177999
1652101552.338829, lauv-thor, 73, 16.330000
1652101553.338077, lauv-thor, 73, 16.443001
1652101554.339366, lauv-thor, 73, 16.447001
1652101555.338939, lauv-thor, 73, 16.389999
1652101556.339025, lauv-thor, 73, 16.448999
1652101557.339311, lauv-thor, 73, 16.476000
1652101558.338897, lauv-thor, 73, 16.669001
1652101559.338776, lauv-thor, 73, 17.002001
1652101560.338833, lauv-thor, 73, 17.259001
1652101561.337911, lauv-thor, 73, 17.386999
1652101562.337548, lauv-thor, 73, 17.462999
1652101563.337760, lauv-thor, 73, 17.518999
1652101564.336766, lauv-thor, 73, 17.535999
1652101565.337251, lauv-thor, 73, 17.531000
1652101566.336462, lauv-thor, 73, 17.306999
1652101567.337519, lauv-thor, 73, 17.007000
1652101568.337494, lauv-thor, 73, 16.799999
1652101569.337192, lauv-thor, 73, 16.649000
1652101570.337042, lauv-thor, 73, 16.898001
1652101571.338053, lauv-thor, 73, 17.311001
1652101572.336547, lauv-thor, 73, 17.429001
1652101573.336066, lauv-thor, 73, 17.288000
1652101574.336139, lauv-thor, 73, 16.871000
1652101575.336551, lauv-thor, 73, 16.613001
1652101576.337940, lauv-thor, 73, 16.485001
1652101577.336724, lauv-thor, 73, 16.306999
1652101578.335529, lauv-thor, 73, 16.334999
1652101579.335212, lauv-thor, 73, 16.246000
1652101580.335683, lauv-thor, 73, 16.059999
1652101581.338522, lauv-thor, 73, 15.684000
1652101582.335382, lauv-thor, 73, 15.655000
1652101583.334829, lauv-thor, 73, 15.933000
1652101584.335104, lauv-thor, 73, 16.063999
1652101585.334301, lauv-thor, 73, 16.089001
1652101586.335015, lauv-thor, 73, 16.177000
1652101587.335626, lauv-thor, 73, 16.575001
1652101588.334447, lauv-thor, 73, 16.820999
1652101589.335139, lauv-thor, 73, 16.959999
1652101590.335360, lauv-thor, 73, 16.694000
