timestamp (seconds since 01/01/1970), system, entity , lat (rad), lon (rad), height (m), x (m), y (m), z (m), phi (rad), theta (rad), psi (rad), u (m/s), v (m/s), w (m/s), vx (m/s), vy (m/s), vz (m/s), p (rad/s), q (rad/s), r (rad/s), depth (m), alt (m)
1652101026.954220, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.950216, -423.781799, 5.851271, 0.064247, 0.030616, 3.110714, 0.629028, 0.042940, 0.003417, -0.627291, -0.014316, -0.013595, -0.285241, -0.024225, -0.000724, 0.136160, 30.926168
1652101027.004089, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.919035, -423.785217, 5.851271, 0.053035, 0.029340, 3.110552, 0.631384, 0.051915, 0.003417, -0.629947, -0.023159, -0.012767, -0.278963, -0.024339, -0.003375, 0.136160, 30.926168
1652101027.054070, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.952755, -423.713898, 5.790266, 0.036862, 0.027550, 3.110209, 0.630687, 0.058080, 0.003417, -0.632604, -0.031920, -0.012066, -0.265188, -0.021216, -0.004340, 0.136160, 30.926168
1652101027.104053, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.921555, -423.717255, 5.790266, 0.026574, 0.026465, 3.109900, 0.629991, 0.064245, 0.003417, -0.632118, -0.037957, -0.011732, -0.255463, -0.019515, -0.005320, 0.136160, 30.926168
1652101027.154233, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.891830, -423.720978, 5.771924, 0.011765, 0.024935, 3.109364, 0.626619, 0.070928, 0.003861, -0.631651, -0.043864, -0.011092, -0.245025, -0.016911, -0.004829, 0.117818, 30.510578
1652101027.204118, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.862036, -423.724609, 5.771924, 0.002134, 0.023954, 3.108842, 0.623246, 0.077610, 0.003861, -0.628521, -0.050365, -0.010998, -0.242591, -0.016383, -0.004731, 0.117818, 30.510578
1652101027.254011, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.832098, -423.728210, 5.771924, -0.012219, 0.022506, 3.108135, 0.619254, 0.080779, 0.003861, -0.625403, -0.056763, -0.011114, -0.240907, -0.016050, -0.002654, 0.117818, 30.510578
1652101027.303942, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.802227, -423.731812, 5.771924, -0.021660, 0.021563, 3.107618, 0.615262, 0.083947, 0.003861, -0.621545, -0.059765, -0.011242, -0.238481, -0.015571, 0.000709, 0.117818, 30.510578
1652101027.354238, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.774891, -423.735901, 5.770886, -0.035760, 0.020082, 3.107075, 0.607803, 0.087688, 0.009112, -0.617801, -0.062936, -0.006251, -0.239032, -0.016910, 0.004720, 0.116781, 29.985489
1652101027.403997, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.746799, -423.739807, 5.770886, -0.045110, 0.019021, 3.106771, 0.600345, 0.091430, 0.009112, -0.610487, -0.066796, -0.006413, -0.237431, -0.019033, 0.007694, 0.116781, 29.985489
1652101027.453911, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.718565, -423.743683, 5.770886, -0.058927, 0.017209, 3.106586, 0.594007, 0.092336, 0.009112, -0.603165, -0.070740, -0.006620, -0.232476, -0.023646, 0.013008, 0.116781, 29.985489
1652101027.503980, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.690369, -423.747559, 5.770886, -0.067911, 0.015854, 3.106697, 0.587669, 0.093242, 0.009112, -0.596851, -0.071962, -0.006592, -0.227753, -0.026975, 0.017475, 0.116781, 29.985489
1652101027.554139, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.664270, -423.749176, 5.764961, -0.081051, 0.013482, 3.107128, 0.578791, 0.091196, 0.006925, -0.590479, -0.073194, -0.008570, -0.220302, -0.034467, 0.023898, 0.110855, 29.411619
1652101027.603987, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.637596, -423.751526, 5.764961, -0.089593, 0.011620, 3.107749, 0.569913, 0.089151, 0.006925, -0.581500, -0.071815, -0.007988, -0.215668, -0.040992, 0.027864, 0.110855, 29.411619
1652101027.658412, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.608358, -423.754150, 5.764961, -0.101971, 0.008458, 3.108823, 0.563710, 0.086587, 0.006925, -0.572497, -0.070673, -0.007006, -0.207721, -0.049722, 0.034571, 0.110855, 29.411619
1652101027.704031, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.583975, -423.756317, 5.764961, -0.109960, 0.006101, 3.109862, 0.557508, 0.084023, 0.006925, -0.566155, -0.068897, -0.006058, -0.201217, -0.056346, 0.038591, 0.110855, 29.411619
1652101027.754172, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.560429, -423.755676, 5.761160, -0.121328, 0.002215, 3.111384, 0.547171, 0.077115, 0.003648, -0.559770, -0.066970, -0.007783, -0.189279, -0.064189, 0.042559, 0.107055, 28.826244
1652101027.803949, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.535889, -423.756042, 5.761160, -0.128489, -0.000531, 3.112721, 0.536834, 0.070207, 0.003648, -0.549167, -0.061119, -0.005973, -0.181250, -0.068514, 0.045025, 0.107055, 28.826244
1652101027.853976, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.511211, -423.756470, 5.761160, -0.138525, -0.004869, 3.114222, 0.529963, 0.062726, 0.003648, -0.538573, -0.055320, -0.003468, -0.167271, -0.073983, 0.044265, 0.107055, 28.826244
1652101027.904126, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.486547, -423.756897, 5.761160, -0.144624, -0.007854, 3.115267, 0.523093, 0.055245, 0.003648, -0.531454, -0.048625, -0.001268, -0.155766, -0.076666, 0.042442, 0.107055, 28.826244
1652101027.954205, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.464298, -423.754425, 5.763702, -0.152780, -0.012318, 3.116073, 0.513178, 0.043727, 0.005940, -0.524331, -0.042140, 0.003907, -0.136014, -0.076541, 0.035927, 0.109596, 28.236427
1652101028.004187, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.441320, -423.752930, 5.763702, -0.157620, -0.015243, 3.116339, 0.503263, 0.032210, 0.005940, -0.514084, -0.031147, 0.006824, -0.125352, -0.075353, 0.029974, 0.109596, 28.236427
1652101028.054031, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.406448, -423.573395, 5.637694, -0.163499, -0.019486, 3.116096, 0.496135, 0.023407, 0.005940, -0.503827, -0.019909, 0.010423, -0.095092, -0.072153, 0.019926, 0.109596, 28.236427
1652101028.104086, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.383347, -423.571716, 5.637694, -0.166460, -0.022166, 3.115579, 0.489006, 0.014605, 0.005940, -0.496427, -0.011159, 0.012975, -0.073026, -0.068569, 0.012584, 0.109596, 28.236427
1652101028.154159, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.361423, -423.569336, 5.630741, -0.169334, -0.025891, 3.114515, 0.479995, 0.004677, 0.000012, -0.489116, -0.001156, 0.010211, -0.050717, -0.061605, 0.002111, 0.102643, 27.686743
1652101028.204083, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.339397, -423.567108, 5.630741, -0.171048, -0.028150, 3.113229, 0.470984, -0.005251, 0.000012, -0.479765, 0.008999, 0.012727, -0.044761, -0.056877, -0.006745, 0.102643, 27.686743
1652101028.254000, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.317249, -423.564850, 5.630741, -0.172770, -0.031170, 3.111414, 0.466108, -0.010835, 0.000012, -0.470357, 0.019372, 0.015593, -0.025891, -0.047148, -0.015893, 0.102643, 27.686743
1652101028.304138, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.295113, -423.562531, 5.630741, -0.173293, -0.032764, 3.109683, 0.461232, -0.016418, 0.000012, -0.465219, 0.025526, 0.017148, -0.011801, -0.037549, -0.021788, 0.102643, 27.686743
1652101028.354222, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.271967, -423.560577, 5.620114, -0.172775, -0.034378, 3.107508, 0.457538, -0.021443, -0.008194, -0.460273, 0.033287, 0.010607, 0.015009, -0.020311, -0.028883, 0.092016, 27.208067
1652101028.404159, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.249363, -423.558441, 5.620114, -0.171708, -0.034854, 3.105530, 0.453844, -0.026467, -0.008194, -0.456304, 0.039005, 0.011537, 0.028592, -0.007348, -0.033967, 0.092016, 27.208067
1652101028.453903, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.226646, -423.556274, 5.620114, -0.168951, -0.034566, 3.102948, 0.453194, -0.027455, -0.008194, -0.452298, 0.044976, 0.012060, 0.052014, 0.014103, -0.042336, 0.092016, 27.208067
1652101028.504102, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.203957, -423.554047, 5.620114, -0.166441, -0.033682, 3.100509, 0.452544, -0.028442, -0.008194, -0.451506, 0.047017, 0.011732, 0.066130, 0.028978, -0.048909, 0.092016, 27.208067
1652101028.554170, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.178223, -423.553741, 5.616685, -0.161718, -0.031356, 3.097289, 0.455382, -0.026177, -0.016726, -0.450889, 0.050784, 0.002265, 0.085009, 0.050987, -0.059028, 0.088587, 26.833717
1652101028.604108, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.153812, -423.552704, 5.616685, -0.157941, -0.029155, 3.094352, 0.458220, -0.023912, -0.016726, -0.453697, 0.049963, 0.000879, 0.099427, 0.064763, -0.065350, 0.088587, 26.833717
1652101028.653929, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.129257, -423.551575, 5.616685, -0.151040, -0.025077, 3.090759, 0.462940, -0.020521, -0.016726, -0.456479, 0.049415, -0.001444, 0.126593, 0.081507, -0.074232, 0.088587, 26.833717
1652101028.704144, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.104755, -423.550385, 5.616685, -0.145822, -0.021914, 3.087668, 0.467660, -0.017130, -0.016726, -0.461228, 0.047662, -0.003420, 0.137791, 0.090672, -0.077227, 0.088587, 26.833717
1652101028.754176, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.078173, -423.552582, 5.625935, -0.137159, -0.016678, 3.084257, 0.474556, -0.008987, -0.015021, -0.465945, 0.045799, -0.004736, 0.159959, 0.100203, -0.076822, 0.097836, 26.584076
1652101028.803975, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.052553, -423.553528, 5.625935, -0.130599, -0.012939, 3.081726, 0.481451, -0.000844, -0.015021, -0.473193, 0.039248, -0.007581, 0.174698, 0.104070, -0.074347, 0.097836, 26.584076
1652101028.853906, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.026787, -423.554413, 5.625935, -0.119941, -0.007093, 3.079271, 0.487164, 0.006739, -0.015021, -0.480445, 0.032621, -0.011397, 0.193839, 0.107960, -0.065747, 0.097836, 26.584076
1652101028.904024, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 30.001030, -423.555267, 5.625935, -0.112270, -0.003097, 3.077749, 0.492878, 0.014323, -0.015021, -0.486538, 0.026080, -0.014172, 0.204332, 0.109035, -0.056863, 0.097836, 26.584076
1652101028.954217, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.973392, -423.558228, 5.644322, -0.100083, 0.002900, 3.076684, 0.500642, 0.024940, -0.009942, -0.492665, 0.018737, -0.012753, 0.219209, 0.108092, -0.040584, 0.116224, 26.468557
1652101029.004106, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.946613, -423.560455, 5.644322, -0.091356, 0.006771, 3.076435, 0.508406, 0.035557, -0.009942, -0.501044, 0.008713, -0.015565, 0.229521, 0.103557, -0.028750, 0.116224, 26.468557
1652101029.054040, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.929134, -423.604889, 5.559320, -0.077608, 0.012223, 3.076718, 0.512595, 0.043442, -0.009942, -0.509393, -0.001659, -0.018882, 0.239913, 0.094808, -0.011265, 0.116224, 26.468557
1652101029.104136, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.902338, -423.607147, 5.559320, -0.068211, 0.015487, 3.077423, 0.516783, 0.051326, -0.009942, -0.514015, -0.009721, -0.020816, 0.238819, 0.087101, 0.000016, 0.116224, 26.468557
1652101029.154121, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.875767, -423.610779, 5.557162, -0.054409, 0.019645, 3.078554, 0.520213, 0.061270, -0.001883, -0.518788, -0.018503, -0.014822, 0.228743, 0.071890, 0.013950, 0.114065, 26.501545
1652101029.204082, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.849365, -423.614105, 5.557162, -0.045846, 0.021846, 3.079744, 0.523644, 0.071215, -0.001883, -0.522770, -0.028863, -0.016051, 0.210185, 0.059816, 0.021195, 0.114065, 26.501545
1652101029.253949, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.822824, -423.617493, 5.557162, -0.034802, 0.024074, 3.081116, 0.524899, 0.076407, -0.001883, -0.526728, -0.039343, -0.016963, 0.167425, 0.038279, 0.030466, 0.114065, 26.501545
1652101029.304030, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.796301, -423.620911, 5.557162, -0.028999, 0.024783, 3.082268, 0.526154, 0.081599, -0.001883, -0.528238, -0.045080, -0.017103, 0.132809, 0.021985, 0.033645, 0.114065, 26.501545
1652101029.354271, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.772085, -423.623474, 5.556650, -0.023232, 0.024625, 3.083271, 0.524378, 0.085408, -0.001622, -0.529766, -0.050746, -0.016471, 0.068862, -0.002689, 0.036321, 0.113553, 26.660374
1652101029.403996, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.747288, -423.626312, 5.556650, -0.021645, 0.023680, 3.083956, 0.522602, 0.089217, -0.001622, -0.528195, -0.055018, -0.015885, 0.021555, -0.019512, 0.036068, 0.113553, 26.660374
1652101029.453907, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.722309, -423.629211, 5.556650, -0.022695, 0.020991, 3.084330, 0.518775, 0.089992, -0.001622, -0.526657, -0.059112, -0.014615, -0.047034, -0.045517, 0.032803, 0.113553, 26.660374
1652101029.504097, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.697361, -423.632080, 5.556650, -0.025325, 0.018360, 3.084332, 0.514949, 0.090767, -0.001622, -0.522913, -0.060095, -0.013424, -0.084456, -0.062354, 0.029740, 0.113553, 26.660374
1652101029.554204, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.676714, -423.632568, 5.550697, -0.031761, 0.013290, 3.083890, 0.505728, 0.087932, -0.001639, -0.519215, -0.060827, -0.011363, -0.133188, -0.085918, 0.023277, 0.107600, 26.863909
1652101029.604062, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.654709, -423.633820, 5.550697, -0.037448, 0.009238, 3.083101, 0.496508, 0.085097, -0.001639, -0.509930, -0.058099, -0.009602, -0.159583, -0.098985, 0.016187, 0.107600, 26.863909
1652101029.653908, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.632532, -423.635071, 5.550697, -0.047730, 0.002405, 3.081533, 0.488046, 0.080203, -0.001639, -0.500695, -0.054968, -0.006891, -0.192977, -0.114034, 0.003635, 0.107600, 26.863909
1652101029.704091, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.610386, -423.636292, 5.550697, -0.055492, -0.002515, 3.079730, 0.479583, 0.075308, -0.001639, -0.492071, -0.049662, -0.004857, -0.207782, -0.119943, -0.006040, 0.107600, 26.863909
1652101029.754133, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.590828, -423.634125, 5.537651, -0.067831, -0.010088, 3.077108, 0.467986, 0.065771, -0.006261, -0.483491, -0.043646, -0.006513, -0.217647, -0.122606, -0.019668, 0.094554, 26.971458
1652101029.804006, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.570478, -423.633026, 5.537651, -0.076084, -0.015088, 3.074490, 0.456388, 0.056233, -0.006261, -0.471414, -0.033571, -0.004181, -0.213734, -0.120224, -0.029361, 0.094554, 26.971458
1652101029.853914, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.550020, -423.631866, 5.537651, -0.087975, -0.022233, 3.070978, 0.447822, 0.048079, -0.006261, -0.459300, -0.023117, -0.001029, -0.201482, -0.112179, -0.044417, 0.094554, 26.971458
1652101029.904050, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.529596, -423.630676, 5.537651, -0.095372, -0.026618, 3.067640, 0.439255, 0.039925, -0.006261, -0.450219, -0.014038, 0.001111, -0.187912, -0.102951, -0.054242, 0.094554, 26.971458
1652101029.954125, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.511141, -423.628235, 5.533581, -0.105296, -0.032257, 3.063375, 0.428210, 0.030059, -0.009562, -0.441149, -0.004242, 0.000468, -0.162499, -0.082258, -0.066379, 0.090484, 26.894665
1652101030.004308, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.492083, -423.626129, 5.533581, -0.110852, -0.035323, 3.059500, 0.417165, 0.020193, -0.009562, -0.429316, 0.006409, 0.002302, -0.138884, -0.066913, -0.074234, 0.090484, 26.894665
1652101030.053993, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.452858, -423.562469, 5.400576, -0.117389, -0.038762, 3.054729, 0.411629, 0.013697, -0.009562, -0.417381, 0.017340, 0.004314, -0.101648, -0.042211, -0.082101, 0.090484, 26.894665
1652101030.104084, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.433765, -423.560150, 5.400576, -0.120513, -0.040198, 3.050698, 0.406093, 0.007200, -0.009562, -0.411174, 0.024978, 0.005412, -0.074751, -0.025272, -0.085704, 0.090484, 26.894665
1652101030.154142, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.414383, -423.558105, 5.400636, -0.122980, -0.040994, 3.046125, 0.400756, 0.001355, -0.006061, -0.404796, 0.032331, 0.009750, -0.027393, 0.002748, -0.086792, 0.090544, 26.736420
1652101030.204130, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.395241, -423.555939, 5.400636, -0.123050, -0.040682, 3.042641, 0.395420, -0.004489, -0.006061, -0.398775, 0.038985, 0.010123, 0.006718, 0.018272, -0.083495, 0.090544, 26.736420
1652101030.253913, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.375994, -423.553711, 5.400636, -0.120663, -0.039100, 3.039240, 0.393218, -0.005691, -0.006061, -0.392733, 0.045552, 0.009985, 0.059233, 0.039490, -0.073737, 0.090544, 26.736420
1652101030.303975, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.356777, -423.551392, 5.400636, -0.117393, -0.037363, 3.037092, 0.391017, -0.006892, -0.006061, -0.390335, 0.047336, 0.009340, 0.095269, 0.051142, -0.065557, 0.090544, 26.736420
1652101030.354224, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.336302, -423.550018, 5.410675, -0.109976, -0.033958, 3.035511, 0.390119, -0.006655, 0.004239, -0.387751, 0.047710, 0.018242, 0.148021, 0.064191, -0.049169, 0.100583, 26.594501
1652101030.404054, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.316429, -423.548279, 5.410675, -0.103390, -0.031253, 3.035042, 0.389221, -0.006418, 0.004239, -0.386907, 0.047599, 0.017091, 0.180918, 0.070957, -0.037724, 0.100583, 26.594501
1652101030.453921, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.296492, -423.546539, 5.410675, -0.091445, -0.026743, 3.035309, 0.390802, -0.004468, 0.004239, -0.386122, 0.047231, 0.015213, 0.221565, 0.078493, -0.021480, 0.100583, 26.594501
1652101030.504141, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.276552, -423.544830, 5.410675, -0.082364, -0.023507, 3.036121, 0.392383, -0.002519, 0.004239, -0.387984, 0.045201, 0.013777, 0.241547, 0.081159, -0.012938, 0.100583, 26.594501
1652101030.554146, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.255253, -423.543457, 5.429284, -0.067522, -0.018420, 3.037461, 0.395376, 0.000245, 0.015254, -0.389755, 0.042225, 0.022614, 0.260754, 0.084664, -0.001749, 0.119192, 26.557133
1652101030.604090, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.234623, -423.542053, 5.429284, -0.057600, -0.014955, 3.038811, 0.398370, 0.003010, 0.015254, -0.393135, 0.039421, 0.021126, 0.254524, 0.085491, 0.002694, 0.119192, 26.557133
1652101030.653902, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.213873, -423.540619, 5.429284, -0.043563, -0.009749, 3.040234, 0.401163, 0.005122, 0.015254, -0.396531, 0.036640, 0.018992, 0.234049, 0.085583, 0.006757, 0.119192, 26.557133
1652101030.704138, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.193125, -423.539246, 5.429284, -0.035052, -0.006371, 3.041324, 0.403957, 0.007234, 0.015254, -0.399611, 0.034522, 0.017621, 0.213427, 0.083795, 0.007997, 0.119192, 26.557133
1652101030.754131, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.171040, -423.540009, 5.431015, -0.024044, -0.001422, 3.042211, 0.408046, 0.012318, 0.011498, -0.402692, 0.032607, 0.011895, 0.173609, 0.081916, 0.007251, 0.120922, 26.669386
1652101030.803977, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.149612, -423.540039, 5.431015, -0.018128, 0.001631, 3.042673, 0.412135, 0.017402, 0.011498, -0.407306, 0.027837, 0.010607, 0.142789, 0.076128, 0.004613, 0.120922, 26.669386
1652101030.853913, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.128065, -423.540131, 5.431015, -0.011469, 0.005747, 3.042723, 0.414921, 0.021047, 0.011498, -0.411911, 0.023240, 0.008929, 0.097758, 0.066999, -0.000692, 0.120922, 26.669386
1652101030.904078, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.106544, -423.540192, 5.431015, -0.008408, 0.008133, 3.042416, 0.417706, 0.024692, 0.011498, -0.415053, 0.020052, 0.007946, 0.069128, 0.060579, -0.003321, 0.120922, 26.669386
1652101030.954155, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.084639, -423.542358, 5.452786, -0.005800, 0.011073, 3.041683, 0.420559, 0.031157, 0.013184, -0.418212, 0.017031, 0.008414, 0.030592, 0.047729, -0.009559, 0.142694, 26.902693
1652101031.004212, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.063005, -423.543793, 5.452786, -0.005086, 0.012611, 3.040792, 0.423412, 0.037622, 0.013184, -0.421696, 0.011268, 0.007720, 0.011320, 0.039904, -0.012143, 0.142694, 26.902693
1652101031.053992, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.036310, -423.582855, 5.436781, -0.005315, 0.014266, 3.039495, 0.424778, 0.043505, 0.013184, -0.425190, 0.005673, 0.006942, -0.015008, 0.027188, -0.016492, 0.142694, 26.902693
1652101031.104147, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 29.014637, -423.584290, 5.436781, -0.006289, 0.014928, 3.038139, 0.426144, 0.049388, 0.013184, -0.427153, 0.000527, 0.006568, -0.031800, 0.018485, -0.018836, 0.142694, 26.902693
1652101031.154141, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.993446, -423.585999, 5.424353, -0.009076, 0.015209, 3.036340, 0.426485, 0.055631, 0.008049, -0.429048, -0.004409, 0.001118, -0.058502, 0.005321, -0.022541, 0.130267, 27.131762
1652101031.204083, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.972321, -423.587585, 5.424353, -0.011662, 0.014911, 3.034631, 0.426826, 0.061873, 0.008049, -0.430059, -0.009865, 0.001040, -0.073373, -0.004640, -0.024553, 0.130267, 27.131762
1652101031.253905, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.951075, -423.589142, 5.424353, -0.016476, 0.013676, 3.032332, 0.425872, 0.065143, 0.008049, -0.431097, -0.015078, 0.001191, -0.090942, -0.020622, -0.029638, 0.130267, 27.131762
1652101031.303944, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.929850, -423.590668, 5.424353, -0.020207, 0.012355, 3.030178, 0.424918, 0.068413, 0.008049, -0.430542, -0.017531, 0.001469, -0.102027, -0.030109, -0.032449, 0.130267, 27.131762
1652101031.354181, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.910313, -423.591309, 5.414675, -0.026564, 0.009650, 3.027382, 0.421822, 0.070349, 0.003487, -0.429951, -0.019611, -0.002431, -0.116122, -0.044161, -0.037211, 0.120588, 27.296057
1652101031.404131, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.890291, -423.592194, 5.414675, -0.031176, 0.007328, 3.024883, 0.418726, 0.072286, 0.003487, -0.427151, -0.020826, -0.001798, -0.122891, -0.053838, -0.040494, 0.120588, 27.296057
1652101031.453988, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.870159, -423.592987, 5.414675, -0.038371, 0.003194, 3.021741, 0.415562, 0.071403, 0.003487, -0.424374, -0.021782, -0.000625, -0.125784, -0.066472, -0.044907, 0.120588, 27.296057
1652101031.503971, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.850088, -423.593750, 5.414675, -0.043167, -0.000004, 3.018998, 0.412398, 0.070519, 0.003487, -0.421185, -0.020132, 0.000405, -0.124357, -0.075399, -0.048253, 0.120588, 27.296057
1652101031.554173, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.832586, -423.593414, 5.402078, -0.050163, -0.005305, 3.015697, 0.405992, 0.067750, 0.000184, -0.417991, -0.018099, -0.001164, -0.117632, -0.084759, -0.053993, 0.107991, 27.380554
1652101031.603983, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.814308, -423.593353, 5.402078, -0.054420, -0.009116, 3.012847, 0.399585, 0.064980, 0.000184, -0.411333, -0.014972, 0.000200, -0.106406, -0.089486, -0.058828, 0.107991, 27.380554
1652101031.657320, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.794645, -423.593231, 5.402078, -0.059584, -0.015077, 3.009331, 0.394204, 0.061851, 0.000184, -0.404661, -0.011612, 0.002339, -0.077775, -0.094989, -0.063716, 0.107991, 27.380554
1652101031.703947, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.777519, -423.593079, 5.402078, -0.061885, -0.019075, 3.006524, 0.388822, 0.058722, 0.000184, -0.398925, -0.008099, 0.003878, -0.052618, -0.094497, -0.066921, 0.107991, 27.380554
1652101031.754143, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.760975, -423.592834, 5.390045, -0.063290, -0.024947, 3.003017, 0.381020, 0.055224, 0.000709, -0.393151, -0.004384, 0.006693, -0.009457, -0.092050, -0.071925, 0.095958, 27.358088
1652101031.803945, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.743896, -423.592560, 5.390045, -0.062679, -0.028618, 3.000124, 0.373217, 0.051725, 0.000709, -0.384914, -0.000897, 0.008152, 0.023614, -0.086519, -0.072339, 0.095958, 27.358088
1652101031.853923, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 28.726721, -423.592194, 5.390045, -0.059429, -0.033493, 2.996616, 0.367558, 0.049560, 0.000709, -0.376639, 0.002766, 0.010134, 0.068943, -0.074660, -0.076239, 0.095958, 27.358088
