timestamp (seconds since 01/01/1970), system, entity , lat (rad), lon (rad), height (m), x (m), y (m), z (m), phi (rad), theta (rad), psi (rad), u (m/s), v (m/s), w (m/s), vx (m/s), vy (m/s), vz (m/s), p (rad/s), q (rad/s), r (rad/s), depth (m), alt (m)
1652101385.404136, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.276360, 23.195045, 6.665756, 0.094237, -0.048591, 1.194370, 1.531596, -0.065247, -0.003772, 0.622640, 1.398326, 0.064423, -0.257651, -0.014257, -0.003567, 0.527911, -1.000000
1652101385.453955, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.308304, 23.265375, 6.665756, 0.077999, -0.048697, 1.193566, 1.532566, -0.064826, -0.003772, 0.623851, 1.398767, 0.065721, -0.269589, -0.000974, -0.009369, 0.527911, -1.000000
1652101385.504310, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.338764, 23.335915, 6.667939, 0.067683, -0.048412, 1.192679, 1.532344, -0.062350, -0.002642, 0.625185, 1.399143, 0.067154, -0.257937, 0.004997, -0.011158, 0.530093, -1.000000
1652101385.553913, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.369511, 23.405670, 6.667939, 0.053647, -0.047295, 1.191465, 1.532121, -0.059875, -0.002642, 0.624599, 1.399081, 0.066471, -0.223798, 0.019536, -0.015285, 0.530093, -1.000000
1652101385.603979, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.400539, 23.475866, 6.667939, 0.045242, -0.046229, 1.190332, 1.534014, -0.061031, -0.002642, 0.623865, 1.399105, 0.065462, -0.206160, 0.025175, -0.014487, 0.530093, -1.000000
1652101385.653920, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.431641, 23.545994, 6.667939, 0.035957, -0.043988, 1.189134, 1.535907, -0.062187, -0.002642, 0.627406, 1.399775, 0.062627, -0.131848, 0.039078, -0.017943, 0.530093, -1.000000
1652101385.704197, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.462532, 23.617167, 6.664459, 0.031387, -0.042282, 1.188245, 1.538483, -0.062466, -0.005122, 0.630450, 1.400746, 0.057857, -0.118791, 0.041758, -0.015704, 0.526613, -1.000000
1652101385.753917, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.493359, 23.687443, 6.664459, 0.025038, -0.039403, 1.187492, 1.541059, -0.062745, -0.005122, 0.632820, 1.402672, 0.053927, -0.093603, 0.049688, -0.013828, 0.526613, -1.000000
1652101385.804064, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.524387, 23.758066, 6.664459, 0.021805, -0.037549, 1.187050, 1.540550, -0.059813, -0.005122, 0.634716, 1.404750, 0.051368, -0.079668, 0.045663, -0.010178, 0.526613, -1.000000
1652101385.853945, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.555386, 23.828554, 6.664459, 0.017555, -0.034893, 1.186931, 1.540040, -0.056882, -0.005122, 0.632045, 1.405401, 0.047577, -0.068446, 0.045624, -0.006172, 0.526613, -1.000000
1652101385.904356, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.585541, 23.897749, 6.668079, 0.014760, -0.033435, 1.187152, 1.536860, -0.053529, -0.006475, 0.628862, 1.406266, 0.044171, -0.070026, 0.036239, 0.000561, 0.530233, -1.000000
1652101385.953987, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.615643, 23.966665, 6.668079, 0.009524, -0.031744, 1.187849, 1.533680, -0.050176, -0.006475, 0.623643, 1.405051, 0.041797, -0.085513, 0.028317, 0.005062, 0.530233, -1.000000
1652101386.004087, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.645969, 24.036211, 6.668079, 0.006331, -0.031096, 1.188628, 1.531692, -0.048878, -0.006475, 0.618280, 1.403849, 0.040895, -0.074412, 0.015960, 0.010933, 0.530233, -1.000000
1652101386.053929, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.676136, 24.105568, 6.668079, 0.000980, -0.030657, 1.189993, 1.529704, -0.047580, -0.006475, 0.614456, 1.403325, 0.040431, -0.097928, 0.006838, 0.015705, 0.530233, -1.000000
1652101386.104227, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.709042, 24.176704, 6.679112, -0.003716, -0.030777, 1.191329, 1.530502, -0.048873, 0.000899, 0.610554, 1.402557, 0.048147, -0.116825, -0.003904, 0.021659, 0.541267, -1.000000
1652101386.153913, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.740646, 24.246744, 6.679112, -0.011431, -0.031427, 1.193094, 1.531300, -0.050166, 0.000899, 0.609547, 1.403860, 0.049548, -0.121728, -0.012198, 0.024654, 0.541267, -1.000000
1652101386.204106, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.772339, 24.317259, 6.679112, -0.015760, -0.032078, 1.194587, 1.531415, -0.052336, 0.000899, 0.608925, 1.405001, 0.050801, -0.098279, -0.018332, 0.028270, 0.541267, -1.000000
1652101386.253908, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.803818, 24.387583, 6.679112, -0.019568, -0.033257, 1.196316, 1.531530, -0.054505, 0.000899, 0.608524, 1.405304, 0.052843, -0.050885, -0.020575, 0.027018, 0.541267, -1.000000
1652101386.304307, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.833275, 24.456789, 6.683818, -0.021242, -0.033980, 1.197701, 1.528651, -0.054858, 0.002722, 0.608562, 1.405379, 0.055908, -0.041380, -0.020192, 0.028773, 0.545973, -1.000000
1652101386.355458, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.863960, 24.528006, 6.683818, -0.024599, -0.034795, 1.199176, 1.525771, -0.055211, 0.002722, 0.605740, 1.403421, 0.057246, -0.057594, -0.014755, 0.025500, 0.545973, -1.000000
1652101386.404092, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.892906, 24.595432, 6.683818, -0.026667, -0.035064, 1.200142, 1.525562, -0.055985, 0.002722, 0.603656, 1.401180, 0.057680, -0.048476, -0.010919, 0.026900, 0.545973, -1.000000
1652101386.453949, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.922638, 24.664856, 6.683818, -0.028319, -0.034822, 1.201077, 1.525353, -0.056759, 0.002722, 0.602988, 1.401281, 0.057416, -0.018602, 0.003923, 0.021273, 0.545973, -1.000000
1652101386.504294, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.955276, 24.732634, 6.683771, -0.028674, -0.034186, 1.201570, 1.523784, -0.061981, 0.004343, 0.602891, 1.401103, 0.058101, -0.007363, 0.010570, 0.022632, 0.545925, -1.000000
1652101386.553957, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 45.986603, 24.800346, 6.683771, -0.028239, -0.032473, 1.202048, 1.522214, -0.067203, 0.004343, 0.606561, 1.398132, 0.055562, 0.012092, 0.026706, 0.017089, 0.545925, -1.000000
1652101386.604021, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.018105, 24.868534, 6.683771, -0.027500, -0.030824, 1.202253, 1.517859, -0.069834, 0.004343, 0.610615, 1.394992, 0.053101, 0.018700, 0.036096, 0.018123, 0.545925, -1.000000
1652101386.653923, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.049568, 24.936680, 6.683771, -0.026212, -0.027602, 1.202523, 1.513504, -0.072466, 0.004343, 0.611191, 1.390298, 0.048060, 0.030005, 0.052593, 0.017910, 0.545925, -1.000000
1652101386.704223, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.079563, 25.005390, 6.682505, -0.024128, -0.025088, 1.202832, 1.508588, -0.073008, 0.006394, 0.611639, 1.385553, 0.046104, 0.058380, 0.057957, 0.021096, 0.544659, -1.000000
1652101386.753917, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.109753, 25.073338, 6.682505, -0.019988, -0.020962, 1.203526, 1.503672, -0.073550, 0.006394, 0.609515, 1.381355, 0.039471, 0.075700, 0.067279, 0.024159, 0.544659, -1.000000
1652101386.804091, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.140102, 25.141779, 6.682505, -0.017058, -0.018099, 1.204358, 1.501752, -0.075909, 0.006394, 0.607171, 1.377174, 0.034860, 0.077805, 0.068081, 0.030023, 0.544659, -1.000000
1652101386.853943, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.170307, 25.210073, 6.682505, -0.011777, -0.013929, 1.205843, 1.499831, -0.078268, 0.006394, 0.606729, 1.375553, 0.028204, 0.104556, 0.067259, 0.033490, 0.544659, -1.000000
1652101386.904401, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.204933, 25.279642, 6.688030, -0.007597, -0.011393, 1.207415, 1.500677, -0.085590, 0.010640, 0.606094, 1.373892, 0.028321, 0.103949, 0.059750, 0.041475, 0.550185, -1.000000
1652101386.954006, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.237564, 25.348127, 6.688030, -0.003232, -0.008168, 1.209855, 1.501522, -0.092911, 0.010640, 0.609964, 1.373636, 0.023175, 0.073416, 0.050311, 0.043299, 0.550185, -1.000000
1652101387.004208, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.270336, 25.417311, 6.688030, 0.000034, -0.006475, 1.212084, 1.503728, -0.095785, 0.010640, 0.614100, 1.373237, 0.020359, 0.091863, 0.040224, 0.048646, 0.550185, -1.000000
1652101387.053982, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.302769, 25.486233, 6.688030, 0.005440, -0.004831, 1.215137, 1.505933, -0.098659, 0.010640, 0.613431, 1.376185, 0.017383, 0.096251, 0.024145, 0.049212, 0.550185, -1.000000
1652101387.104240, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.335983, 25.559546, 6.683955, 0.009851, -0.004290, 1.217793, 1.512990, -0.100694, 0.009697, 0.613270, 1.378888, 0.015185, 0.116189, 0.013250, 0.051048, 0.546110, -1.000000
1652101387.153922, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.368343, 25.630814, 6.683955, 0.017161, -0.004410, 1.221038, 1.520046, -0.102729, 0.009697, 0.613180, 1.386783, 0.014639, 0.127093, -0.003479, 0.046313, 0.546110, -1.000000
1652101387.204001, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.400681, 25.702604, 6.683955, 0.022632, -0.004979, 1.223665, 1.527663, -0.106853, 0.009697, 0.613886, 1.394313, 0.014938, 0.140931, -0.012247, 0.045173, 0.546110, -1.000000
1652101387.253974, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.432789, 25.774443, 6.683955, 0.031050, -0.006581, 1.226665, 1.535280, -0.110977, 0.009697, 0.616199, 1.401890, 0.016429, 0.137568, -0.026529, 0.036454, 0.546110, -1.000000
1652101387.304302, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.462288, 25.842319, 6.680449, 0.036402, -0.007934, 1.228819, 1.536505, -0.113876, 0.007285, 0.619563, 1.409027, 0.015421, 0.134054, -0.032334, 0.033510, 0.542604, -1.000000
1652101387.355270, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.493034, 25.913015, 6.680449, 0.044725, -0.010365, 1.231144, 1.537731, -0.116775, 0.007285, 0.619436, 1.410617, 0.018112, 0.137275, -0.039658, 0.025389, 0.542604, -1.000000
1652101387.404142, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.522224, 25.980536, 6.680449, 0.050398, -0.012066, 1.232701, 1.536190, -0.114711, 0.007285, 0.620380, 1.411749, 0.019946, 0.140536, -0.041036, 0.023405, 0.542604, -1.000000
1652101387.453923, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.551998, 26.049717, 6.680449, 0.058062, -0.014628, 1.234290, 1.534649, -0.112647, 0.007285, 0.615674, 1.411915, 0.023086, 0.118726, -0.041968, 0.015321, 0.542604, -1.000000
1652101387.504317, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.577629, 26.116459, 6.676068, 0.062146, -0.016272, 1.235267, 1.527708, -0.106551, 0.004028, 0.611658, 1.411823, 0.021994, 0.097077, -0.041353, 0.014575, 0.538222, -1.000000
1652101387.553919, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.604328, 26.183540, 6.676068, 0.066588, -0.018539, 1.236255, 1.520766, -0.100454, 0.004028, 0.602207, 1.407824, 0.025250, 0.065781, -0.037172, 0.009043, 0.538222, -1.000000
1652101387.603959, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.631130, 26.251051, 6.676068, 0.068800, -0.019823, 1.236865, 1.508974, -0.095197, 0.004028, 0.593309, 1.403595, 0.027257, 0.050537, -0.033354, 0.009626, 0.538222, -1.000000
1652101387.653926, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.657906, 26.318623, 6.676068, 0.070446, -0.021583, 1.237527, 1.497182, -0.089940, 0.004028, 0.583545, 1.394512, 0.029883, 0.018995, -0.029710, 0.009497, 0.538222, -1.000000
1652101387.704202, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.685783, 26.387527, 6.671524, 0.070667, -0.022589, 1.238042, 1.487050, -0.085521, 0.003499, 0.573975, 1.385370, 0.030958, 0.001653, -0.027279, 0.012109, 0.533679, -1.000000
1652101387.753966, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.713020, 26.455450, 6.671524, 0.070182, -0.024122, 1.238751, 1.476919, -0.081101, 0.003499, 0.565505, 1.377583, 0.033361, -0.014391, -0.026885, 0.010719, 0.533679, -1.000000
1652101387.804062, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.740356, 26.523756, 6.671524, 0.068815, -0.025028, 1.239293, 1.473179, -0.077908, 0.003499, 0.557283, 1.369707, 0.034875, -0.035185, -0.024876, 0.012944, 0.533679, -1.000000
1652101387.853978, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.767620, 26.591980, 6.671524, 0.065957, -0.026517, 1.239979, 1.469439, -0.074714, 0.003499, 0.552100, 1.367525, 0.037416, -0.054684, -0.026859, 0.014622, 0.533679, -1.000000
1652101387.904314, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.793056, 26.657719, 6.672490, 0.062845, -0.027465, 1.240592, 1.461445, -0.070332, 0.002183, 0.546955, 1.365374, 0.037841, -0.080884, -0.025921, 0.017668, 0.534644, -1.000000
1652101387.953990, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.818832, 26.723749, 6.672490, 0.056285, -0.029026, 1.241322, 1.453452, -0.065951, 0.002183, 0.539222, 1.359545, 0.040637, -0.114095, -0.028760, 0.018717, 0.534644, -1.000000
1652101388.004291, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.844807, 26.790409, 6.672490, 0.051776, -0.029957, 1.241945, 1.450859, -0.065602, 0.002183, 0.531643, 1.353677, 0.042302, -0.109962, -0.025671, 0.020704, 0.534644, -1.000000
1652101388.053945, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.870598, 26.856714, 6.672490, 0.044852, -0.031375, 1.242569, 1.448266, -0.065253, 0.002183, 0.529614, 1.351594, 0.044752, -0.114650, -0.026371, 0.019601, 0.534644, -1.000000
1652101388.104507, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.900391, 26.927855, 6.657693, 0.040742, -0.032132, 1.242923, 1.451813, -0.067829, -0.010617, 0.527598, 1.349955, 0.033268, -0.097133, -0.022037, 0.019929, 0.519848, -1.000000
1652101388.153919, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.928265, 26.996040, 6.657693, 0.034839, -0.033040, 1.243246, 1.455359, -0.070406, -0.010617, 0.530800, 1.352590, 0.034993, -0.101802, -0.017595, 0.016769, 0.519848, -1.000000
1652101388.204075, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.956459, 27.065063, 6.657693, 0.030949, -0.033301, 1.243317, 1.457245, -0.072144, -0.010617, 0.534326, 1.355125, 0.035673, -0.094621, -0.009890, 0.015022, 0.519848, -1.000000
1652101388.253960, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 46.984585, 27.133917, 6.657693, 0.025161, -0.033295, 1.243260, 1.459131, -0.073882, -0.010617, 0.536719, 1.356285, 0.036088, -0.098270, -0.001388, 0.011549, 0.519848, -1.000000
1652101388.304369, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.010204, 27.201893, 6.651452, 0.021755, -0.032895, 1.242973, 1.458182, -0.072800, -0.016047, 0.539349, 1.357557, 0.030349, -0.078222, 0.005876, 0.008835, 0.513606, -1.000000
1652101388.355272, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.037140, 27.271322, 6.651452, 0.017640, -0.031784, 1.242511, 1.457233, -0.071718, -0.016047, 0.538722, 1.356757, 0.029020, -0.073225, 0.015708, 0.003943, 0.513606, -1.000000
1652101388.404094, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.062874, 27.337566, 6.651452, 0.014668, -0.030688, 1.241905, 1.460537, -0.071824, -0.016047, 0.538269, 1.355888, 0.027623, -0.070678, 0.023294, 0.001648, 0.513606, -1.000000
1652101388.453956, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.089306, 27.405491, 6.651452, 0.012471, -0.028706, 1.241124, 1.463842, -0.071930, -0.016047, 0.540549, 1.358590, 0.024987, -0.016433, 0.029954, 0.000272, 0.513606, -1.000000
1652101388.504359, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.116035, 27.472586, 6.645900, 0.012586, -0.027118, 1.240520, 1.465580, -0.072670, -0.018777, 0.542542, 1.361472, 0.020017, 0.006139, 0.036463, 0.000508, 0.508054, -1.000000
1652101388.553914, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.142467, 27.539322, 6.645900, 0.013046, -0.024817, 1.240053, 1.467318, -0.073410, -0.018777, 0.544448, 1.362665, 0.016650, 0.003337, 0.034882, 0.000265, 0.508054, -1.000000
1652101388.603991, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.169098, 27.606491, 6.645900, 0.012079, -0.023326, 1.239760, 1.462917, -0.071225, -0.018777, 0.546137, 1.363923, 0.014567, -0.031224, 0.034757, 0.001677, 0.508054, -1.000000
1652101388.653921, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.195732, 27.673616, 6.645900, 0.007989, -0.021516, 1.239625, 1.458516, -0.069040, -0.018777, 0.542905, 1.360389, 0.012133, -0.076494, 0.026275, 0.001205, 0.508054, -1.000000
1652101388.704342, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.221138, 27.748493, 6.648590, 0.004831, -0.020569, 1.239539, 1.462219, -0.061963, -0.016814, 0.539579, 1.356837, 0.012855, -0.074728, 0.022170, 0.000737, 0.510744, -1.000000
1652101388.753904, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.246639, 27.819834, 6.648590, 0.002020, -0.019776, 1.239544, 1.465923, -0.054886, -0.016814, 0.534132, 1.362632, 0.011979, -0.031360, 0.011024, -0.001619, 0.510744, -1.000000
1652101388.804061, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.272308, 27.891674, 6.648590, 0.001322, -0.019594, 1.239566, 1.472461, -0.050629, -0.016814, 0.528626, 1.368444, 0.011838, -0.013951, 0.004881, -0.003348, 0.510744, -1.000000
1652101388.854050, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.297928, 27.963390, 6.648590, 0.001253, -0.019946, 1.239667, 1.479000, -0.046372, -0.016814, 0.526587, 1.376059, 0.012494, 0.003578, -0.007574, -0.006447, 0.510744, -1.000000
1652101388.904317, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.321823, 28.032948, 6.655548, 0.001802, -0.020528, 1.239647, 1.481625, -0.040901, -0.016092, 0.524700, 1.383596, 0.014187, 0.014018, -0.013198, -0.010169, 0.517702, -1.000000
1652101388.953998, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.346088, 28.102631, 6.655548, 0.003051, -0.021964, 1.239497, 1.484250, -0.035430, -0.016092, 0.520562, 1.387766, 0.016327, 0.023514, -0.025243, -0.013644, 0.517702, -1.000000
1652101389.004207, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.370586, 28.172962, 6.655548, 0.004399, -0.023201, 1.239245, 1.488442, -0.029324, -0.016092, 0.516564, 1.391885, 0.018190, 0.029880, -0.030197, -0.016578, 0.517702, -1.000000
1652101389.053921, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.394951, 28.242855, 6.655548, 0.004975, -0.025478, 1.238801, 1.492634, -0.023218, -0.016092, 0.512751, 1.397567, 0.021687, -0.009152, -0.039641, -0.021622, 0.517702, -1.000000
1652101389.104380, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.416470, 28.315058, 6.642937, 0.004435, -0.027143, 1.238199, 1.497331, -0.012523, -0.020312, 0.509205, 1.403286, 0.020103, -0.021762, -0.041048, -0.025561, 0.505092, -1.000000
1652101389.153965, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.438728, 28.385586, 6.642937, 0.001663, -0.029755, 1.237278, 1.502027, -0.001828, -0.020312, 0.501963, 1.410679, 0.024222, -0.064922, -0.043636, -0.031107, 0.505092, -1.000000
1652101389.204043, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.461216, 28.456636, 6.642937, -0.000691, -0.031452, 1.236241, 1.498619, 0.003975, -0.020312, 0.494896, 1.418046, 0.026933, -0.064932, -0.041894, -0.035112, 0.505092, -1.000000
1652101389.253910, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.483753, 28.527548, 6.642937, -0.003937, -0.033858, 1.234741, 1.495211, 0.009778, -0.020312, 0.490460, 1.415914, 0.030414, -0.059297, -0.039853, -0.037242, 0.505092, -1.000000
1652101389.304235, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.506500, 28.597828, 6.644598, -0.005779, -0.035296, 1.233326, 1.490468, 0.015164, -0.017747, 0.485837, 1.413792, 0.034971, -0.055078, -0.035391, -0.040654, 0.506753, -1.000000
1652101389.355370, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.529781, 28.669720, 6.644598, -0.009503, -0.037231, 1.231542, 1.485724, 0.020549, -0.017747, 0.481742, 1.410159, 0.037601, -0.078484, -0.031215, -0.036335, 0.506753, -1.000000
1652101389.404122, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.552013, 28.737955, 6.644598, -0.012894, -0.038291, 1.230140, 1.484894, 0.024721, -0.017747, 0.477104, 1.406760, 0.038879, -0.096281, -0.025333, -0.037366, 0.506753, -1.000000
1652101389.453911, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.574944, 28.807985, 6.644598, -0.019025, -0.039591, 1.228451, 1.484064, 0.028892, -0.017747, 0.475363, 1.406492, 0.040573, -0.111942, -0.020516, -0.032021, 0.506753, -1.000000
1652101389.504365, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.602432, 28.877481, 6.633722, -0.024068, -0.040309, 1.227131, 1.483690, 0.027269, -0.020963, 0.473209, 1.406533, 0.038170, -0.134818, -0.016709, -0.030357, 0.495876, -1.000000
1652101389.553923, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.628235, 28.946304, 6.633722, -0.032323, -0.041285, 1.225731, 1.483317, 0.025647, -0.020963, 0.476737, 1.404880, 0.039422, -0.136559, -0.016071, -0.021117, 0.495876, -1.000000
1652101389.604035, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.654343, 29.015642, 6.633722, -0.037611, -0.041854, 1.224788, 1.482438, 0.019436, -0.020963, 0.479562, 1.403472, 0.040172, -0.130835, -0.013616, -0.017585, 0.495876, -1.000000
1652101389.653931, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.680473, 29.084843, 6.633722, -0.044803, -0.042716, 1.223937, 1.481560, 0.013225, -0.020963, 0.486429, 1.400037, 0.041513, -0.116459, -0.015381, -0.007067, 0.495876, -1.000000
1652101389.704357, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.707115, 29.151346, 6.632653, -0.049528, -0.043301, 1.223556, 1.477113, 0.005271, -0.019233, 0.492476, 1.396807, 0.044288, -0.114145, -0.014106, -0.001857, 0.494807, -1.000000
1652101389.753921, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.733395, 29.218157, 6.632653, -0.055424, -0.044379, 1.223445, 1.472667, -0.002684, -0.019233, 0.498675, 1.389771, 0.046054, -0.079764, -0.020255, 0.008909, 0.494807, -1.000000
1652101389.804089, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.759892, 29.285467, 6.632653, -0.058128, -0.045175, 1.223637, 1.469556, -0.010220, -0.019233, 0.504394, 1.382916, 0.047480, -0.062450, -0.020922, 0.011230, 0.494807, -1.000000
1652101389.854003, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.786304, 29.352617, 6.632653, -0.061232, -0.046532, 1.224018, 1.466445, -0.017757, -0.019233, 0.509912, 1.377526, 0.049805, -0.040993, -0.025589, 0.018639, 0.494807, -1.000000
1652101389.904348, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.813225, 29.420246, 6.649874, -0.062298, -0.047456, 1.224479, 1.463387, -0.025703, -0.011162, 0.514689, 1.372024, 0.059543, -0.016620, -0.023364, 0.016724, 0.512028, -1.000000
1652101389.954000, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.839638, 29.486975, 6.649874, -0.061537, -0.048817, 1.224825, 1.460329, -0.033649, -0.011162, 0.520597, 1.366543, 0.061862, 0.025460, -0.024921, 0.017794, 0.512028, -1.000000
1652101390.004197, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.866299, 29.554358, 6.649874, -0.060184, -0.049608, 1.224989, 1.456815, -0.035801, -0.011162, 0.526763, 1.361004, 0.063309, 0.041110, -0.020446, 0.011604, 0.512028, -1.000000
1652101390.053921, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.892796, 29.621355, 6.649874, -0.055415, -0.050524, 1.224797, 1.453300, -0.037953, -0.011162, 0.527796, 1.356833, 0.064423, 0.103198, -0.016317, 0.006982, 0.512028, -1.000000
1652101390.104248, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.920876, 29.688858, 6.633569, -0.049811, -0.050806, 1.224367, 1.450394, -0.041810, -0.011945, 0.529205, 1.352605, 0.063777, 0.147957, -0.008218, 0.001272, 0.495724, -1.000000
1652101390.154008, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.948326, 29.755848, 6.633569, -0.040016, -0.050771, 1.223564, 1.447487, -0.045667, -0.011945, 0.532838, 1.348185, 0.063357, 0.160915, -0.000591, -0.004721, 0.495724, -1.000000
1652101390.203992, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 47.975868, 29.822903, 6.633569, -0.032815, -0.050380, 1.222529, 1.448148, -0.047782, -0.011945, 0.536807, 1.343645, 0.062467, 0.187264, 0.008848, -0.011331, 0.495724, -1.000000
1652101390.253921, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 48.003517, 29.890013, 6.633569, -0.018368, -0.049153, 1.221019, 1.448810, -0.049896, -0.011945, 0.540937, 1.342883, 0.060100, 0.255997, 0.020047, -0.013454, 0.495724, -1.000000
1652101390.304315, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 48.030884, 29.962193, 6.632550, -0.007768, -0.047901, 1.219631, 1.454693, -0.049208, -0.009355, 0.544873, 1.342047, 0.060416, 0.259931, 0.030294, -0.018578, 0.494704, -1.000000
