timestamp (seconds since 01/01/1970), system, entity , value (m)
1652101137.493949, lauv-thor, 62, 0.594184
1652101137.691908, lauv-thor, 62, 0.593194
1652101137.693427, lauv-thor, 62, 0.593194
1652101137.892121, lauv-thor, 62, 0.593194
1652101137.893724, lauv-thor, 62, 0.593194
1652101138.092440, lauv-thor, 62, 0.587252
1652101138.094149, lauv-thor, 62, 0.587252
1652101138.292385, lauv-thor, 62, 0.589233
1652101138.293986, lauv-thor, 62, 0.589233
1652101138.376027, lauv-thor, 73, 0.656598
1652101138.491761, lauv-thor, 62, 0.591214
1652101138.493530, lauv-thor, 62, 0.591214
1652101138.691926, lauv-thor, 62, 0.592204
1652101138.693663, lauv-thor, 62, 0.592204
1652101138.891860, lauv-thor, 62, 0.582301
1652101138.893643, lauv-thor, 62, 0.582301
1652101139.092553, lauv-thor, 62, 0.587252
1652101139.094192, lauv-thor, 62, 0.587252
1652101139.291671, lauv-thor, 62, 0.577349
1652101139.293448, lauv-thor, 62, 0.577349
1652101139.374949, lauv-thor, 73, 0.646649
1652101139.492214, lauv-thor, 62, 0.581311
1652101139.494034, lauv-thor, 62, 0.581311
1652101139.691929, lauv-thor, 62, 0.578340
1652101139.693502, lauv-thor, 62, 0.578340
1652101139.892343, lauv-thor, 62, 0.588243
1652101139.893892, lauv-thor, 62, 0.588243
1652101140.092021, lauv-thor, 62, 0.575369
1652101140.093573, lauv-thor, 62, 0.575369
1652101140.292348, lauv-thor, 62, 0.570417
1652101140.293927, lauv-thor, 62, 0.570417
1652101140.373538, lauv-thor, 73, 0.646649
1652101140.491673, lauv-thor, 62, 0.572398
1652101140.493544, lauv-thor, 62, 0.572398
1652101140.692266, lauv-thor, 62, 0.578340
1652101140.693948, lauv-thor, 62, 0.578340
1652101140.891768, lauv-thor, 62, 0.582301
1652101140.893619, lauv-thor, 62, 0.582301
1652101141.092902, lauv-thor, 62, 0.584281
1652101141.094627, lauv-thor, 62, 0.584281
1652101141.292074, lauv-thor, 62, 0.575369
1652101141.293658, lauv-thor, 62, 0.575369
1652101141.374328, lauv-thor, 73, 0.646649
1652101141.492287, lauv-thor, 62, 0.588243
1652101141.494004, lauv-thor, 62, 0.588243
1652101141.691898, lauv-thor, 62, 0.588243
1652101141.693712, lauv-thor, 62, 0.588243
1652101141.892183, lauv-thor, 62, 0.600126
1652101141.893787, lauv-thor, 62, 0.600126
1652101142.092210, lauv-thor, 62, 0.596165
1652101142.093831, lauv-thor, 62, 0.596165
1652101142.292130, lauv-thor, 62, 0.597155
1652101142.293815, lauv-thor, 62, 0.597155
1652101142.373559, lauv-thor, 73, 0.666546
1652101142.491865, lauv-thor, 62, 0.605078
1652101142.493571, lauv-thor, 62, 0.605078
1652101142.692114, lauv-thor, 62, 0.599136
1652101142.693797, lauv-thor, 62, 0.599136
1652101142.891801, lauv-thor, 62, 0.618942
1652101142.893792, lauv-thor, 62, 0.618942
1652101143.092311, lauv-thor, 62, 0.601117
1652101143.094084, lauv-thor, 62, 0.601117
1652101143.291669, lauv-thor, 62, 0.601117
1652101143.293441, lauv-thor, 62, 0.601117
1652101143.373574, lauv-thor, 73, 0.656598
1652101143.491866, lauv-thor, 62, 0.600126
1652101143.493660, lauv-thor, 62, 0.600126
1652101143.691754, lauv-thor, 62, 0.608049
1652101143.693400, lauv-thor, 62, 0.608049
1652101143.892840, lauv-thor, 62, 0.611020
1652101143.894546, lauv-thor, 62, 0.611020
1652101144.092115, lauv-thor, 62, 0.608049
1652101144.093830, lauv-thor, 62, 0.608049
1652101144.292291, lauv-thor, 62, 0.603097
1652101144.293859, lauv-thor, 62, 0.603097
1652101144.375942, lauv-thor, 73, 0.656598
1652101144.491770, lauv-thor, 62, 0.599136
1652101144.493566, lauv-thor, 62, 0.599136
1652101144.692290, lauv-thor, 62, 0.593194
1652101144.693975, lauv-thor, 62, 0.593194
1652101144.892420, lauv-thor, 62, 0.602107
1652101144.894092, lauv-thor, 62, 0.602107
1652101145.092494, lauv-thor, 62, 0.595175
1652101145.094285, lauv-thor, 62, 0.595175
1652101145.291721, lauv-thor, 62, 0.592204
1652101145.293390, lauv-thor, 62, 0.592204
1652101145.375148, lauv-thor, 73, 0.656598
1652101145.492286, lauv-thor, 62, 0.591214
1652101145.494098, lauv-thor, 62, 0.591214
1652101145.691781, lauv-thor, 62, 0.598146
1652101145.693500, lauv-thor, 62, 0.598146
1652101145.892235, lauv-thor, 62, 0.609039
1652101145.893868, lauv-thor, 62, 0.609039
1652101146.091973, lauv-thor, 62, 0.589233
1652101146.093765, lauv-thor, 62, 0.589233
1652101146.291949, lauv-thor, 62, 0.588243
1652101146.293745, lauv-thor, 62, 0.588243
1652101146.374080, lauv-thor, 73, 0.646649
1652101146.491884, lauv-thor, 62, 0.589233
1652101146.493759, lauv-thor, 62, 0.589233
1652101146.692210, lauv-thor, 62, 0.586262
1652101146.693893, lauv-thor, 62, 0.586262
1652101146.891771, lauv-thor, 62, 0.607058
1652101146.893710, lauv-thor, 62, 0.607058
1652101147.092432, lauv-thor, 62, 0.586262
1652101147.095733, lauv-thor, 62, 0.586262
1652101147.291864, lauv-thor, 62, 0.585272
1652101147.293547, lauv-thor, 62, 0.585272
1652101147.374308, lauv-thor, 73, 0.636701
1652101147.491869, lauv-thor, 62, 0.585272
1652101147.493778, lauv-thor, 62, 0.585272
1652101147.691836, lauv-thor, 62, 0.586262
1652101147.693678, lauv-thor, 62, 0.586262
1652101147.891996, lauv-thor, 62, 0.589233
1652101147.893779, lauv-thor, 62, 0.589233
1652101148.091855, lauv-thor, 62, 0.586262
1652101148.093664, lauv-thor, 62, 0.586262
1652101148.292419, lauv-thor, 62, 0.583291
1652101148.294181, lauv-thor, 62, 0.583291
1652101148.374170, lauv-thor, 73, 0.646649
1652101148.491909, lauv-thor, 62, 0.586262
1652101148.493546, lauv-thor, 62, 0.586262
1652101148.692258, lauv-thor, 62, 0.585272
1652101148.693946, lauv-thor, 62, 0.585272
1652101148.891850, lauv-thor, 62, 0.598146
1652101148.893757, lauv-thor, 62, 0.598146
1652101149.092510, lauv-thor, 62, 0.586262
1652101149.094105, lauv-thor, 62, 0.586262
1652101149.291893, lauv-thor, 62, 0.593194
1652101149.293608, lauv-thor, 62, 0.593194
1652101149.374166, lauv-thor, 73, 0.646649
1652101149.492224, lauv-thor, 62, 0.584281
1652101149.493858, lauv-thor, 62, 0.584281
1652101149.700758, lauv-thor, 62, 0.590223
1652101149.701138, lauv-thor, 62, 0.590223
1652101149.892187, lauv-thor, 62, 0.593194
1652101149.893920, lauv-thor, 62, 0.593194
1652101150.091916, lauv-thor, 62, 0.588243
1652101150.093675, lauv-thor, 62, 0.588243
1652101150.291995, lauv-thor, 62, 0.586262
1652101150.293718, lauv-thor, 62, 0.586262
1652101150.374365, lauv-thor, 73, 0.646649
1652101150.491956, lauv-thor, 62, 0.587252
1652101150.493677, lauv-thor, 62, 0.587252
1652101150.692620, lauv-thor, 62, 0.587252
1652101150.694299, lauv-thor, 62, 0.587252
1652101150.891806, lauv-thor, 62, 0.593194
1652101150.893482, lauv-thor, 62, 0.593194
1652101151.092413, lauv-thor, 62, 0.586262
1652101151.094041, lauv-thor, 62, 0.586262
1652101151.291892, lauv-thor, 62, 0.588243
1652101151.293809, lauv-thor, 62, 0.588243
1652101151.373924, lauv-thor, 73, 0.656598
1652101151.492880, lauv-thor, 62, 0.598146
1652101151.494750, lauv-thor, 62, 0.598146
1652101151.692074, lauv-thor, 62, 0.595175
1652101151.693752, lauv-thor, 62, 0.595175
1652101151.892263, lauv-thor, 62, 0.594184
1652101151.893935, lauv-thor, 62, 0.594184
1652101152.092121, lauv-thor, 62, 0.588243
1652101152.093899, lauv-thor, 62, 0.588243
1652101152.291937, lauv-thor, 62, 0.582301
1652101152.293773, lauv-thor, 62, 0.582301
1652101152.373764, lauv-thor, 73, 0.626752
1652101152.491873, lauv-thor, 62, 0.584281
1652101152.493675, lauv-thor, 62, 0.584281
1652101152.692256, lauv-thor, 62, 0.579330
1652101152.693924, lauv-thor, 62, 0.579330
1652101152.892058, lauv-thor, 62, 0.590223
1652101152.893699, lauv-thor, 62, 0.590223
1652101153.092568, lauv-thor, 62, 0.573388
1652101153.094134, lauv-thor, 62, 0.573388
1652101153.291792, lauv-thor, 62, 0.569427
1652101153.293492, lauv-thor, 62, 0.569427
1652101153.373376, lauv-thor, 73, 0.606856
1652101153.492185, lauv-thor, 62, 0.561504
1652101153.493948, lauv-thor, 62, 0.561504
1652101153.691786, lauv-thor, 62, 0.553582
1652101153.693443, lauv-thor, 62, 0.553582
1652101153.892075, lauv-thor, 62, 0.567446
1652101153.894004, lauv-thor, 62, 0.567446
1652101154.091853, lauv-thor, 62, 0.562495
1652101154.093608, lauv-thor, 62, 0.562495
1652101154.292012, lauv-thor, 62, 0.556553
1652101154.293885, lauv-thor, 62, 0.556553
1652101154.373439, lauv-thor, 73, 0.626752
1652101154.491787, lauv-thor, 62, 0.566456
1652101154.493464, lauv-thor, 62, 0.566456
1652101154.692253, lauv-thor, 62, 0.568437
1652101154.694056, lauv-thor, 62, 0.568437
1652101154.891552, lauv-thor, 62, 0.568437
1652101154.893177, lauv-thor, 62, 0.568437
1652101155.092362, lauv-thor, 62, 0.568437
1652101155.094137, lauv-thor, 62, 0.568437
1652101155.291797, lauv-thor, 62, 0.564475
1652101155.293761, lauv-thor, 62, 0.564475
1652101155.373562, lauv-thor, 73, 0.626752
1652101155.492672, lauv-thor, 62, 0.570417
1652101155.494269, lauv-thor, 62, 0.570417
1652101155.691874, lauv-thor, 62, 0.573388
1652101155.693614, lauv-thor, 62, 0.573388
1652101155.892144, lauv-thor, 62, 0.591214
1652101155.893941, lauv-thor, 62, 0.591214
1652101156.092024, lauv-thor, 62, 0.581311
1652101156.093770, lauv-thor, 62, 0.581311
1652101156.292163, lauv-thor, 62, 0.581311
1652101156.294039, lauv-thor, 62, 0.581311
1652101156.373640, lauv-thor, 73, 0.636701
1652101156.491721, lauv-thor, 62, 0.577349
1652101156.493268, lauv-thor, 62, 0.577349
1652101156.692117, lauv-thor, 62, 0.580320
1652101156.694052, lauv-thor, 62, 0.580320
1652101156.891876, lauv-thor, 62, 0.587252
1652101156.893567, lauv-thor, 62, 0.587252
1652101157.092467, lauv-thor, 62, 0.577349
1652101157.094145, lauv-thor, 62, 0.577349
1652101157.291912, lauv-thor, 62, 0.575369
1652101157.293471, lauv-thor, 62, 0.575369
1652101157.377525, lauv-thor, 73, 0.626752
1652101157.492246, lauv-thor, 62, 0.568437
1652101157.493888, lauv-thor, 62, 0.568437
1652101157.691885, lauv-thor, 62, 0.568437
1652101157.693452, lauv-thor, 62, 0.568437
1652101157.892736, lauv-thor, 62, 0.568437
1652101157.894657, lauv-thor, 62, 0.568437
1652101158.092349, lauv-thor, 62, 0.562495
1652101158.094185, lauv-thor, 62, 0.562495
1652101158.292219, lauv-thor, 62, 0.567446
1652101158.293886, lauv-thor, 62, 0.567446
1652101158.373858, lauv-thor, 73, 0.636701
1652101158.492360, lauv-thor, 62, 0.573388
1652101158.494042, lauv-thor, 62, 0.573388
1652101158.692164, lauv-thor, 62, 0.575369
1652101158.693991, lauv-thor, 62, 0.575369
1652101158.891936, lauv-thor, 62, 0.584281
1652101158.893556, lauv-thor, 62, 0.584281
1652101159.092299, lauv-thor, 62, 0.589233
1652101159.094082, lauv-thor, 62, 0.589233
1652101159.291860, lauv-thor, 62, 0.589233
1652101159.293451, lauv-thor, 62, 0.589233
1652101159.373472, lauv-thor, 73, 0.666546
1652101159.492312, lauv-thor, 62, 0.593194
1652101159.493975, lauv-thor, 62, 0.593194
1652101159.692001, lauv-thor, 62, 0.597155
1652101159.693771, lauv-thor, 62, 0.597155
1652101159.892623, lauv-thor, 62, 0.608049
1652101159.894380, lauv-thor, 62, 0.608049
1652101160.092036, lauv-thor, 62, 0.605078
1652101160.093751, lauv-thor, 62, 0.605078
1652101160.292345, lauv-thor, 62, 0.602107
1652101160.294248, lauv-thor, 62, 0.602107
1652101160.372837, lauv-thor, 73, 0.666546
1652101160.491616, lauv-thor, 62, 0.605078
1652101160.493383, lauv-thor, 62, 0.605078
1652101160.692413, lauv-thor, 62, 0.607058
1652101160.694067, lauv-thor, 62, 0.607058
1652101160.891538, lauv-thor, 62, 0.610029
1652101160.893363, lauv-thor, 62, 0.610029
1652101161.092338, lauv-thor, 62, 0.594184
1652101161.094106, lauv-thor, 62, 0.594184
1652101161.291861, lauv-thor, 62, 0.610029
1652101161.293510, lauv-thor, 62, 0.610029
1652101161.373054, lauv-thor, 73, 0.656598
1652101161.492094, lauv-thor, 62, 0.604088
1652101161.493742, lauv-thor, 62, 0.604088
1652101161.691832, lauv-thor, 62, 0.595175
1652101161.693565, lauv-thor, 62, 0.595175
1652101161.892277, lauv-thor, 62, 0.592204
1652101161.893993, lauv-thor, 62, 0.592204
1652101162.091845, lauv-thor, 62, 0.591214
1652101162.093431, lauv-thor, 62, 0.591214
1652101162.292264, lauv-thor, 62, 0.586262
1652101162.293956, lauv-thor, 62, 0.586262
1652101162.373286, lauv-thor, 73, 0.646649
1652101162.491853, lauv-thor, 62, 0.581311
1652101162.493432, lauv-thor, 62, 0.581311
1652101162.692288, lauv-thor, 62, 0.585272
1652101162.693923, lauv-thor, 62, 0.585272
1652101162.891695, lauv-thor, 62, 0.588243
1652101162.893503, lauv-thor, 62, 0.588243
1652101163.092488, lauv-thor, 62, 0.585272
1652101163.094165, lauv-thor, 62, 0.585272
1652101163.291927, lauv-thor, 62, 0.587252
1652101163.293533, lauv-thor, 62, 0.587252
1652101163.372865, lauv-thor, 73, 0.646649
1652101163.492333, lauv-thor, 62, 0.580320
1652101163.493880, lauv-thor, 62, 0.580320
1652101163.691974, lauv-thor, 62, 0.580320
1652101163.693526, lauv-thor, 62, 0.580320
1652101163.892254, lauv-thor, 62, 0.581311
1652101163.893909, lauv-thor, 62, 0.581311
1652101164.092169, lauv-thor, 62, 0.585272
1652101164.093945, lauv-thor, 62, 0.585272
1652101164.298394, lauv-thor, 62, 0.582301
1652101164.298776, lauv-thor, 62, 0.582301
1652101164.372572, lauv-thor, 73, 0.646649
1652101164.491617, lauv-thor, 62, 0.584281
1652101164.493450, lauv-thor, 62, 0.584281
1652101164.692081, lauv-thor, 62, 0.580320
1652101164.693774, lauv-thor, 62, 0.580320
1652101164.891566, lauv-thor, 62, 0.589233
1652101164.893430, lauv-thor, 62, 0.589233
1652101165.092472, lauv-thor, 62, 0.580320
1652101165.094144, lauv-thor, 62, 0.580320
1652101165.291754, lauv-thor, 62, 0.578340
1652101165.293645, lauv-thor, 62, 0.578340
1652101165.372365, lauv-thor, 73, 0.646649
1652101165.492237, lauv-thor, 62, 0.583291
1652101165.493780, lauv-thor, 62, 0.583291
1652101165.691693, lauv-thor, 62, 0.580320
1652101165.693487, lauv-thor, 62, 0.580320
1652101165.892197, lauv-thor, 62, 0.588243
1652101165.893991, lauv-thor, 62, 0.588243
1652101166.092003, lauv-thor, 62, 0.572398
1652101166.093727, lauv-thor, 62, 0.572398
1652101166.292244, lauv-thor, 62, 0.574378
1652101166.293937, lauv-thor, 62, 0.574378
1652101166.373124, lauv-thor, 73, 0.626752
1652101166.492406, lauv-thor, 62, 0.573388
1652101166.494123, lauv-thor, 62, 0.573388
1652101166.692134, lauv-thor, 62, 0.574378
1652101166.693765, lauv-thor, 62, 0.574378
1652101166.891823, lauv-thor, 62, 0.568437
1652101166.893617, lauv-thor, 62, 0.568437
1652101167.092444, lauv-thor, 62, 0.566456
1652101167.094050, lauv-thor, 62, 0.566456
1652101167.291631, lauv-thor, 62, 0.566456
1652101167.293355, lauv-thor, 62, 0.566456
1652101167.371532, lauv-thor, 73, 0.636701
1652101167.492112, lauv-thor, 62, 0.565466
1652101167.493823, lauv-thor, 62, 0.565466
1652101167.691932, lauv-thor, 62, 0.568437
1652101167.693558, lauv-thor, 62, 0.568437
1652101167.892264, lauv-thor, 62, 0.576359
1652101167.893910, lauv-thor, 62, 0.576359
1652101168.092084, lauv-thor, 62, 0.572398
1652101168.093692, lauv-thor, 62, 0.572398
1652101168.292135, lauv-thor, 62, 0.582301
1652101168.293793, lauv-thor, 62, 0.582301
1652101168.372084, lauv-thor, 73, 0.656598
1652101168.491755, lauv-thor, 62, 0.584281
1652101168.493568, lauv-thor, 62, 0.584281
1652101168.692118, lauv-thor, 62, 0.589233
1652101168.693711, lauv-thor, 62, 0.589233
1652101168.891779, lauv-thor, 62, 0.586262
1652101168.893669, lauv-thor, 62, 0.586262
1652101169.092498, lauv-thor, 62, 0.585272
1652101169.094130, lauv-thor, 62, 0.585272
1652101169.291841, lauv-thor, 62, 0.584281
1652101169.293685, lauv-thor, 62, 0.584281
1652101169.373118, lauv-thor, 73, 0.656598
1652101169.492202, lauv-thor, 62, 0.589233
1652101169.493900, lauv-thor, 62, 0.589233
1652101169.691826, lauv-thor, 62, 0.587252
1652101169.693671, lauv-thor, 62, 0.587252
1652101169.892302, lauv-thor, 62, 0.600126
1652101169.893905, lauv-thor, 62, 0.600126
1652101170.091969, lauv-thor, 62, 0.583291
1652101170.093794, lauv-thor, 62, 0.583291
1652101170.292110, lauv-thor, 62, 0.586262
1652101170.293772, lauv-thor, 62, 0.586262
1652101170.373049, lauv-thor, 73, 0.646649
1652101170.492513, lauv-thor, 62, 0.580320
1652101170.494178, lauv-thor, 62, 0.580320
1652101170.692278, lauv-thor, 62, 0.580320
1652101170.694006, lauv-thor, 62, 0.580320
1652101170.891776, lauv-thor, 62, 0.590223
1652101170.893650, lauv-thor, 62, 0.590223
1652101171.092054, lauv-thor, 62, 0.581311
1652101171.093852, lauv-thor, 62, 0.581311
1652101171.291808, lauv-thor, 62, 0.574378
1652101171.293611, lauv-thor, 62, 0.574378
1652101171.372527, lauv-thor, 73, 0.636701
1652101171.492361, lauv-thor, 62, 0.582301
1652101171.493994, lauv-thor, 62, 0.582301
1652101171.691833, lauv-thor, 62, 0.583291
1652101171.693611, lauv-thor, 62, 0.583291
1652101171.891957, lauv-thor, 62, 0.577349
1652101171.893737, lauv-thor, 62, 0.577349
1652101172.092522, lauv-thor, 62, 0.579330
1652101172.094083, lauv-thor, 62, 0.579330
1652101172.292094, lauv-thor, 62, 0.575369
1652101172.293755, lauv-thor, 62, 0.575369
1652101172.372357, lauv-thor, 73, 0.636701
1652101172.491947, lauv-thor, 62, 0.577349
1652101172.493625, lauv-thor, 62, 0.577349
1652101172.692139, lauv-thor, 62, 0.572398
1652101172.694015, lauv-thor, 62, 0.572398
1652101172.891886, lauv-thor, 62, 0.571407
1652101172.893667, lauv-thor, 62, 0.571407
1652101173.092259, lauv-thor, 62, 0.568437
1652101173.093990, lauv-thor, 62, 0.568437
1652101173.291801, lauv-thor, 62, 0.574378
1652101173.293715, lauv-thor, 62, 0.574378
1652101173.371745, lauv-thor, 73, 0.626752
1652101173.492301, lauv-thor, 62, 0.574378
1652101173.493810, lauv-thor, 62, 0.574378
1652101173.691968, lauv-thor, 62, 0.574378
1652101173.693698, lauv-thor, 62, 0.574378
1652101173.892122, lauv-thor, 62, 0.586262
1652101173.893936, lauv-thor, 62, 0.586262
1652101174.091947, lauv-thor, 62, 0.575369
1652101174.093712, lauv-thor, 62, 0.575369
1652101174.292031, lauv-thor, 62, 0.572398
1652101174.293957, lauv-thor, 62, 0.572398
1652101174.372054, lauv-thor, 73, 0.636701
1652101174.492330, lauv-thor, 62, 0.573388
1652101174.494019, lauv-thor, 62, 0.573388
1652101174.692179, lauv-thor, 62, 0.572398
1652101174.693944, lauv-thor, 62, 0.572398
1652101174.891733, lauv-thor, 62, 0.578340
1652101174.893444, lauv-thor, 62, 0.578340
1652101175.092400, lauv-thor, 62, 0.578340
1652101175.094001, lauv-thor, 62, 0.578340
1652101175.291965, lauv-thor, 62, 0.582301
1652101175.293665, lauv-thor, 62, 0.582301
1652101175.371828, lauv-thor, 73, 0.646649
1652101175.492285, lauv-thor, 62, 0.578340
1652101175.493927, lauv-thor, 62, 0.578340
1652101175.691887, lauv-thor, 62, 0.577349
1652101175.693713, lauv-thor, 62, 0.577349
1652101175.892198, lauv-thor, 62, 0.590223
1652101175.894016, lauv-thor, 62, 0.590223
1652101176.091970, lauv-thor, 62, 0.584281
1652101176.093771, lauv-thor, 62, 0.584281
1652101176.291962, lauv-thor, 62, 0.589233
1652101176.293779, lauv-thor, 62, 0.589233
1652101176.370681, lauv-thor, 73, 0.646649
1652101176.492252, lauv-thor, 62, 0.584281
1652101176.493907, lauv-thor, 62, 0.584281
1652101176.692226, lauv-thor, 62, 0.584281
1652101176.693989, lauv-thor, 62, 0.584281
1652101176.891820, lauv-thor, 62, 0.587252
1652101176.893644, lauv-thor, 62, 0.587252
1652101177.092421, lauv-thor, 62, 0.583291
1652101177.094160, lauv-thor, 62, 0.583291
1652101177.291865, lauv-thor, 62, 0.582301
1652101177.293505, lauv-thor, 62, 0.582301
1652101177.371146, lauv-thor, 73, 0.646649
1652101177.492242, lauv-thor, 62, 0.576359
1652101177.493987, lauv-thor, 62, 0.576359
1652101177.691927, lauv-thor, 62, 0.581311
1652101177.693645, lauv-thor, 62, 0.581311
1652101177.892058, lauv-thor, 62, 0.579330
1652101177.894077, lauv-thor, 62, 0.579330
1652101178.091990, lauv-thor, 62, 0.572398
1652101178.093749, lauv-thor, 62, 0.572398
1652101178.292206, lauv-thor, 62, 0.572398
1652101178.294018, lauv-thor, 62, 0.572398
1652101178.372725, lauv-thor, 73, 0.636701
1652101178.492063, lauv-thor, 62, 0.578340
1652101178.493911, lauv-thor, 62, 0.578340
1652101178.692317, lauv-thor, 62, 0.578340
1652101178.694149, lauv-thor, 62, 0.578340
1652101178.898914, lauv-thor, 62, 0.584281
1652101178.899341, lauv-thor, 62, 0.584281
1652101179.092154, lauv-thor, 62, 0.577349
1652101179.094087, lauv-thor, 62, 0.577349
1652101179.292032, lauv-thor, 62, 0.581311
1652101179.293685, lauv-thor, 62, 0.581311
1652101179.372506, lauv-thor, 73, 0.646649
1652101179.492263, lauv-thor, 62, 0.583291
1652101179.493978, lauv-thor, 62, 0.583291
1652101179.691877, lauv-thor, 62, 0.581311
1652101179.693689, lauv-thor, 62, 0.581311
1652101179.892167, lauv-thor, 62, 0.581311
1652101179.893950, lauv-thor, 62, 0.581311
1652101180.091990, lauv-thor, 62, 0.582301
1652101180.093826, lauv-thor, 62, 0.582301
1652101180.292669, lauv-thor, 62, 0.576359
1652101180.294784, lauv-thor, 62, 0.576359
1652101180.372374, lauv-thor, 73, 0.626752
1652101180.491887, lauv-thor, 62, 0.577349
1652101180.493699, lauv-thor, 62, 0.577349
1652101180.692217, lauv-thor, 62, 0.575369
1652101180.693878, lauv-thor, 62, 0.575369
1652101180.891903, lauv-thor, 62, 0.590223
1652101180.893664, lauv-thor, 62, 0.590223
1652101181.092308, lauv-thor, 62, 0.585272
1652101181.094093, lauv-thor, 62, 0.585272
1652101181.292149, lauv-thor, 62, 0.576359
1652101181.293881, lauv-thor, 62, 0.576359
1652101181.371787, lauv-thor, 73, 0.626752
1652101181.492258, lauv-thor, 62, 0.571407
1652101181.493935, lauv-thor, 62, 0.571407
1652101181.691926, lauv-thor, 62, 0.574378
1652101181.693611, lauv-thor, 62, 0.574378
1652101181.891861, lauv-thor, 62, 0.582301
1652101181.893746, lauv-thor, 62, 0.582301
1652101182.092185, lauv-thor, 62, 0.570417
1652101182.093853, lauv-thor, 62, 0.570417
1652101182.292209, lauv-thor, 62, 0.564475
1652101182.293802, lauv-thor, 62, 0.564475
1652101182.371562, lauv-thor, 73, 0.616804
1652101182.491677, lauv-thor, 62, 0.565466
1652101182.493245, lauv-thor, 62, 0.565466
1652101182.692376, lauv-thor, 62, 0.565466
1652101182.694023, lauv-thor, 62, 0.565466
1652101182.891945, lauv-thor, 62, 0.562495
1652101182.893724, lauv-thor, 62, 0.562495
1652101183.092792, lauv-thor, 62, 0.561504
1652101183.094422, lauv-thor, 62, 0.561504
1652101183.292425, lauv-thor, 62, 0.566456
1652101183.294068, lauv-thor, 62, 0.566456
1652101183.373734, lauv-thor, 73, 0.636701
1652101183.492788, lauv-thor, 62, 0.568437
1652101183.494422, lauv-thor, 62, 0.568437
1652101183.691954, lauv-thor, 62, 0.568437
1652101183.693555, lauv-thor, 62, 0.568437
1652101183.892122, lauv-thor, 62, 0.578340
1652101183.893859, lauv-thor, 62, 0.578340
1652101184.092011, lauv-thor, 62, 0.575369
1652101184.093710, lauv-thor, 62, 0.575369
1652101184.292136, lauv-thor, 62, 0.577349
1652101184.293941, lauv-thor, 62, 0.577349
1652101184.371171, lauv-thor, 73, 0.646649
1652101184.491819, lauv-thor, 62, 0.579330
1652101184.493477, lauv-thor, 62, 0.579330
1652101184.692337, lauv-thor, 62, 0.585272
1652101184.693945, lauv-thor, 62, 0.585272
1652101184.891875, lauv-thor, 62, 0.585272
1652101184.893539, lauv-thor, 62, 0.585272
1652101185.092394, lauv-thor, 62, 0.587252
1652101185.094069, lauv-thor, 62, 0.587252
1652101185.291841, lauv-thor, 62, 0.589233
1652101185.293523, lauv-thor, 62, 0.589233
1652101185.370525, lauv-thor, 73, 0.646649
1652101185.492256, lauv-thor, 62, 0.584281
1652101185.494128, lauv-thor, 62, 0.584281
1652101185.691837, lauv-thor, 62, 0.584281
1652101185.693434, lauv-thor, 62, 0.584281
1652101185.892022, lauv-thor, 62, 0.595175
1652101185.893615, lauv-thor, 62, 0.595175
1652101186.092540, lauv-thor, 62, 0.587252
1652101186.094295, lauv-thor, 62, 0.587252
1652101186.292285, lauv-thor, 62, 0.578340
1652101186.293968, lauv-thor, 62, 0.578340
1652101186.371525, lauv-thor, 73, 0.646649
1652101186.491504, lauv-thor, 62, 0.580320
1652101186.493361, lauv-thor, 62, 0.580320
1652101186.692202, lauv-thor, 62, 0.578340
1652101186.693871, lauv-thor, 62, 0.578340
1652101186.891783, lauv-thor, 62, 0.579330
1652101186.893722, lauv-thor, 62, 0.579330
1652101187.092454, lauv-thor, 62, 0.576359
1652101187.094198, lauv-thor, 62, 0.576359
1652101187.291935, lauv-thor, 62, 0.570417
1652101187.293473, lauv-thor, 62, 0.570417
1652101187.371817, lauv-thor, 73, 0.626752
1652101187.492628, lauv-thor, 62, 0.570417
1652101187.494085, lauv-thor, 62, 0.570417
1652101187.691904, lauv-thor, 62, 0.558533
1652101187.693484, lauv-thor, 62, 0.558533
1652101187.892508, lauv-thor, 62, 0.571407
1652101187.894278, lauv-thor, 62, 0.571407
1652101188.092015, lauv-thor, 62, 0.559524
1652101188.093568, lauv-thor, 62, 0.559524
1652101188.292470, lauv-thor, 62, 0.562495
1652101188.294211, lauv-thor, 62, 0.562495
1652101188.373753, lauv-thor, 73, 0.626752
1652101188.492546, lauv-thor, 62, 0.563485
1652101188.494289, lauv-thor, 62, 0.563485
1652101188.692266, lauv-thor, 62, 0.568437
1652101188.693920, lauv-thor, 62, 0.568437
1652101188.891931, lauv-thor, 62, 0.572398
1652101188.893645, lauv-thor, 62, 0.572398
1652101189.092725, lauv-thor, 62, 0.564475
1652101189.094453, lauv-thor, 62, 0.564475
1652101189.291795, lauv-thor, 62, 0.564475
1652101189.293440, lauv-thor, 62, 0.564475
1652101189.371749, lauv-thor, 73, 0.626752
1652101189.492180, lauv-thor, 62, 0.563485
1652101189.494095, lauv-thor, 62, 0.563485
1652101189.691736, lauv-thor, 62, 0.573388
1652101189.693485, lauv-thor, 62, 0.573388
1652101189.892179, lauv-thor, 62, 0.576359
1652101189.893924, lauv-thor, 62, 0.576359
1652101190.092576, lauv-thor, 62, 0.572398
1652101190.094292, lauv-thor, 62, 0.572398
1652101190.292572, lauv-thor, 62, 0.573388
1652101190.294289, lauv-thor, 62, 0.573388
1652101190.371055, lauv-thor, 73, 0.636701
