,lat,lon,depth,salinity
0,63.44754386570163,10.337446904506953,0.0,29.992250442504883
1,63.44793284779192,10.33794931959222,0.0,29.95012092590332
2,63.44754386570163,10.338451693725164,0.0,29.943418502807617
3,63.44793284779192,10.338954122461208,0.0,29.89012336730957
4,63.44832182988221,10.338451748329096,0.0,29.918790817260742
5,63.44754386570163,10.339456482943376,0.0,29.876083374023438
6,63.44793284779192,10.339958925330194,0.0,29.82262420654297
7,63.44832182988221,10.339456564849272,0.0,29.865276336669922
8,63.44871081197248,10.339959020889994,0.0,29.83835792541504
9,63.44715488361135,10.34096360534409,0.0,-32768.0
10,63.44754386570163,10.34046127216159,0.0,29.791767120361328
11,63.44793284779192,10.34096372819918,0.0,29.743379592895508
12,63.44832182988221,10.340461381369453,0.0,29.7681941986084
13,63.44871081197248,10.34096385106178,0.0,29.782615661621094
14,63.44909979406277,10.34046149058399,0.0,29.794090270996094
15,63.44948877615305,10.340963973931892,0.0,29.78154754638672
16,63.44482099106965,10.341967930498347,0.0,-32768.0
17,63.44715488361135,10.341968380911943,0.0,-32768.0
18,63.44754386570163,10.341466061379805,0.0,29.645362854003906
19,63.44793284779192,10.341968531068169,0.0,29.680208206176758
20,63.44832182988221,10.34146619788963,0.0,29.711883544921875
21,63.44871081197248,10.341968681233569,0.0,29.73455047607422
22,63.44909979406277,10.341466334407803,0.0,29.753435134887695
23,63.44948877615305,10.341968831408147,0.0,29.74616050720215
24,63.44987775824334,10.341466470934323,0.0,29.793289184570312
25,63.44443200897936,10.34247019545096,0.0,-32768.0
26,63.44482099106965,10.34297262417282,0.0,-32768.0
27,63.44520997315993,10.342470359222707,0.0,-32768.0
28,63.44559895525021,10.342972801597636,0.0,-32768.0
29,63.44637691943078,10.342972979033297,0.0,-32768.0
30,63.44676590152107,10.342470686796236,0.0,29.495197296142578
31,63.44715488361135,10.342973156479802,0.0,29.523849487304688
32,63.44754386570163,10.342470850598016,0.0,29.59513282775879
33,63.44793284779192,10.342973333937154,0.0,29.63576316833496
34,63.44832182988221,10.34247101440981,0.0,29.668691635131836
35,63.44871081197248,10.342973511405356,0.0,29.664974212646484
36,63.44909979406277,10.342471178231618,0.0,29.718791961669922
37,63.44948877615305,10.342973688884404,0.0,29.716049194335938
38,63.44987775824334,10.34247134206344,0.0,29.765554428100586
39,63.45026674033362,10.342973866374304,0.0,29.765457153320312
40,63.44404302688909,10.343977113138868,0.0,-32768.0
41,63.44443200897936,10.343474875477998,0.0,-32768.0
42,63.44482099106965,10.343977317847296,0.0,-32768.0
43,63.44520997315993,10.343475066545038,0.0,-32768.0
44,63.44559895525021,10.343977522568236,0.0,-32768.0
45,63.4459879373405,10.343475257623751,0.0,-32768.0
46,63.44637691943078,10.34397772730169,0.0,29.397916793823242
47,63.44676590152107,10.34347544871415,0.0,29.454570770263672
48,63.44715488361135,10.343977932047656,0.0,29.516721725463867
49,63.44754386570163,10.343475639816228,0.0,29.568710327148438
50,63.44793284779192,10.34397813680614,0.0,29.60433578491211
51,63.44832182988221,10.343475830929988,0.0,29.63482093811035
52,63.44871081197248,10.343978341577142,0.0,29.63482093811035
53,63.44909979406277,10.34347602205543,0.0,29.68981170654297
54,63.44948877615305,10.34397854636066,0.0,29.690101623535156
55,63.44987775824334,10.343476213192558,0.0,29.74130630493164
56,63.45026674033362,10.3439787511567,0.0,29.743125915527344
57,63.4506557224239,10.343476404341368,0.0,29.769620895385742
58,63.45104470451419,10.343978955965255,0.0,29.79545783996582
59,63.44404302688909,10.344981779518886,0.0,-32768.0
60,63.44443200897936,10.344479555505036,0.0,-32768.0
61,63.44482099106965,10.34498201152177,0.0,-32768.0
62,63.44520997315993,10.344479773867365,0.0,-32768.0
63,63.44559895525021,10.344982243538835,0.0,-32768.0
64,63.4459879373405,10.34447999224304,0.0,29.32431411743164
65,63.44637691943078,10.344982475570085,0.0,29.383081436157227
66,63.44676590152107,10.344480210632067,0.0,29.442169189453125
67,63.44715488361135,10.344982707615513,0.0,29.500980377197266
68,63.44754386570163,10.34448042903444,0.0,29.543458938598633
69,63.44793284779192,10.344982939675129,0.0,29.546005249023438
70,63.44832182988221,10.344480647450167,0.0,29.60625457763672
71,63.44871081197248,10.344983171748927,0.0,29.607654571533203
72,63.44909979406277,10.344480865879245,0.0,29.664247512817383
73,63.44948877615305,10.34498340383692,0.0,29.666099548339844
74,63.44987775824334,10.344481084321671,0.0,29.694236755371094
75,63.45026674033362,10.344983635939094,0.0,29.721975326538086
76,63.4506557224239,10.344481302777458,0.0,29.749969482421875
77,63.45104470451419,10.34498386805546,0.0,29.776926040649414
78,63.44404302688909,10.345986445898902,0.0,-32768.0
79,63.44443200897936,10.345484235532073,0.0,-32768.0
80,63.44482099106965,10.345986705196244,0.0,-32768.0
81,63.44520997315993,10.345484481189692,0.0,-32768.0
82,63.44559895525021,10.345986964509434,0.0,29.243663787841797
83,63.4459879373405,10.34548472686233,0.0,29.29734230041504
84,63.44637691943078,10.345987223838476,0.0,29.360197067260742
85,63.44676590152107,10.345484972549984,0.0,29.424034118652344
86,63.44715488361135,10.34598748318337,0.0,29.43531036376953
87,63.44754386570163,10.345485218252652,0.0,29.513412475585938
88,63.44793284779192,10.345987742544116,0.0,29.515411376953125
89,63.44832182988221,10.345485463970345,0.0,29.57895278930664
90,63.44871081197248,10.345988001920716,0.0,29.581615447998047
91,63.44909979406277,10.345485709703055,0.0,29.612646102905273
92,63.44948877615305,10.345988261313174,0.0,29.64289093017578
93,63.44987775824334,10.34548595545079,0.0,29.672710418701172
