lat,lon,depth
63.44754386570163,10.337446904506951,0.0
63.44793284779192,10.33794931959222,0.0
63.44754386570163,10.338451693725164,0.0
63.44793284779192,10.338954122461207,0.0
63.448321829882204,10.338451748329096,0.0
63.44754386570163,10.339456482943376,0.0
63.44793284779192,10.339958925330194,0.0
63.448321829882204,10.339456564849273,0.0
63.44871081197248,10.339959020889994,0.0
63.44715488361135,10.34096360534409,0.0
63.44754386570163,10.34046127216159,0.0
63.44793284779192,10.34096372819918,0.0
63.448321829882204,10.340461381369453,0.0
63.44871081197248,10.340963851061781,0.0
63.44909979406277,10.34046149058399,0.0
63.44948877615305,10.340963973931892,0.0
63.44482099106965,10.341967930498347,0.0
63.44715488361135,10.341968380911945,0.0
63.44754386570163,10.341466061379803,0.0
63.44793284779192,10.341968531068167,0.0
63.448321829882204,10.34146619788963,0.0
63.44871081197248,10.341968681233569,0.0
63.44909979406277,10.341466334407805,0.0
63.44948877615305,10.341968831408149,0.0
63.44987775824334,10.341466470934323,0.0
63.44443200897936,10.34247019545096,0.0
63.44482099106965,10.342972624172821,0.0
63.44520997315993,10.342470359222709,0.0
63.44559895525021,10.342972801597636,0.0
63.44637691943078,10.342972979033295,0.0
63.44676590152107,10.342470686796235,0.0
63.44715488361135,10.342973156479802,0.0
63.44754386570163,10.342470850598016,0.0
63.44793284779192,10.342973333937154,0.0
63.448321829882204,10.34247101440981,0.0
63.44871081197248,10.342973511405356,0.0
63.44909979406277,10.342471178231618,0.0
63.44948877615305,10.342973688884404,0.0
63.44987775824334,10.34247134206344,0.0
63.45026674033362,10.342973866374304,0.0
63.444043026889084,10.343977113138868,0.0
63.44443200897936,10.343474875477998,0.0
63.44482099106965,10.343977317847296,0.0
63.44520997315993,10.343475066545038,0.0
63.44559895525021,10.343977522568235,0.0
63.4459879373405,10.343475257623753,0.0
63.44637691943078,10.34397772730169,0.0
63.44676590152107,10.34347544871415,0.0
63.44715488361135,10.343977932047657,0.0
63.44754386570163,10.343475639816228,0.0
63.44793284779192,10.343978136806141,0.0
63.448321829882204,10.343475830929988,0.0
63.44871081197248,10.343978341577142,0.0
63.44909979406277,10.34347602205543,0.0
