x,y,z,salinity
9366.357789729685,8149.585618348986,0.0,21.985534960080724
9367.092699447292,8149.4245597248955,0.0,21.985534960080724
9367.827609164899,8149.263501100806,0.0,21.985534960080724
9368.562518882505,8149.102442476716,0.0,21.985534960080724
9369.29742860011,8148.941383852626,0.0,21.985534960080724
9370.032338317716,8148.780325228536,0.0,21.985534960080724
9370.767248035323,8148.619266604446,0.0,21.985534960080724
9371.50215775293,8148.458207980356,0.0,21.985534960080724
9372.237067470536,8148.297149356266,0.0,21.985534960080724
9372.971977188143,8148.136090732176,0.0,21.985534960080724
9373.70688690575,8147.975032108086,0.0,21.985534960080724
9374.441796623356,8147.813973483996,0.0,21.985534960080724
9375.17670634096,8147.652914859907,0.0,21.985534960080724
9375.911616058567,8147.491856235816,0.0,21.985534960080724
9376.646525776174,8147.330797611727,0.0,21.985534960080724
9377.38143549378,8147.169738987636,0.0,21.985534960080724
9378.116345211387,8147.008680363547,0.0,21.985534960080724
9378.851254928994,8146.847621739456,0.0,21.985534960080724
9379.5861646466,8146.686563115367,0.0,21.985534960080724
9380.321074364205,8146.5255044912765,0.0,21.985534960080724
9381.055984081811,8146.364445867187,0.0,21.985534960080724
9381.790893799418,8146.203387243097,0.0,21.985534960080724
9382.525803517025,8146.042328619007,0.0,21.985534960080724
9383.260713234631,8145.881269994917,0.0,21.985534960080724
9383.995622952238,8145.720211370827,0.0,21.985534960080724
9384.730532669844,8145.559152746737,0.0,21.985534960080724
9385.46544238745,8145.398094122647,0.0,21.985534960080724
9386.200352105056,8145.237035498557,0.0,21.985534960080724
9386.935261822662,8145.075976874467,0.0,21.985534960080724
9387.670171540269,8144.914918250377,0.0,21.985534960080724
9388.405081257875,8144.7538596262875,0.0,21.985534960080724
9389.139990975482,8144.592801002197,0.0,21.985534960080724
9389.874900693088,8144.431742378108,0.0,21.985534960080724
9390.609810410695,8144.270683754017,0.0,21.985534960080724
9391.344720128302,8144.109625129928,0.0,21.985534960080724
9392.079629845906,8143.948566505837,0.0,21.985534960080724
9392.814539563513,8143.787507881748,0.0,21.985534960080724
9393.54944928112,8143.626449257657,0.0,21.985534960080724
9394.284358998726,8143.465390633568,0.0,21.985534960080724
9395.019268716333,8143.304332009478,0.0,21.985534960080724
9395.75417843394,8143.143273385388,0.0,21.985534960080724
9396.489088151546,8142.982214761298,0.0,21.985534960080724
9397.22399786915,8142.821156137208,0.0,21.985534960080724
9397.958907586757,8142.660097513118,0.0,21.985534960080724
9398.693817304364,8142.499038889028,0.0,21.985534960080724
9399.42872702197,8142.337980264938,0.0,21.985534960080724
9400.163636739577,8142.1769216408475,0.0,21.985534960080724
9400.898546457183,8142.015863016758,0.0,21.985534960080724
9401.63345617479,8141.854804392668,0.0,21.985534960080724
9402.368365892396,8141.693745768578,0.0,21.985534960080724
9403.103275610001,8141.532687144488,0.0,21.985534960080724
9403.838185327608,8141.371628520398,0.0,21.985534960080724
9404.573095045214,8141.210569896308,0.0,21.985534960080724
9405.308004762821,8141.049511272218,0.0,21.985534960080724
9406.042914480427,8140.888452648128,0.0,21.985534960080724
9406.777824198034,8140.727394024038,0.0,21.985534960080724
9407.51273391564,8140.566335399948,0.0,21.985534960080724
9408.247643633245,8140.4052767758585,0.0,21.985534960080724
9408.982553350852,8140.244218151768,0.0,21.985534960080724
9409.717463068459,8140.083159527679,0.0,21.985534960080724
9410.452372786065,8139.922100903588,0.0,21.985534960080724
9411.187282503672,8139.761042279499,0.0,21.985534960080724
9411.922192221278,8139.599983655408,0.0,21.985534960080724
9412.657101938885,8139.438925031319,0.0,21.985534960080724
9413.392011656491,8139.277866407228,0.0,21.985534960080724
9414.126921374096,8139.116807783139,0.0,21.985534960080724
9414.861831091703,8138.9557491590485,0.0,21.985534960080724
9415.59674080931,8138.794690534959,0.0,21.985534960080724
9416.331650526916,8138.633631910869,0.0,21.985534960080724
9417.066560244522,8138.472573286779,0.0,21.985534960080724
9417.801469962129,8138.311514662689,0.0,21.985534960080724
9418.536379679736,8138.150456038599,0.0,21.985534960080724
9419.271289397342,8137.989397414509,0.0,21.985534960080724
9420.006199114947,8137.828338790419,0.0,21.985534960080724
9420.741108832553,8137.667280166329,0.0,21.985534960080724
9421.47601855016,8137.5062215422395,0.0,21.985534960080724
9422.210928267767,8137.345162918149,0.0,21.985534960080724
9422.945837985373,8137.18410429406,0.0,21.985534960080724
9423.68074770298,8137.023045669969,0.0,21.985534960080724
9424.415657420586,8136.86198704588,0.0,21.985534960080724
9425.150567138191,8136.700928421789,0.0,21.985534960080724
9425.885476855798,8136.5398697977,0.0,21.985534960080724
9426.620386573404,8136.378811173609,0.0,21.985534960080724
9427.35529629101,8136.21775254952,0.0,21.985534960080724
9428.090206008617,8136.0566939254295,0.0,21.985534960080724
9428.825115726224,8135.89563530134,0.0,21.985534960080724
9429.56002544383,8135.73457667725,0.0,21.985534960080724
9430.294935161437,8135.57351805316,0.0,21.985534960080724
9431.029844879042,8135.41245942907,0.0,21.985534960080724
9431.764754596648,8135.25140080498,0.0,21.985534960080724
9432.499664314255,8135.09034218089,0.0,21.985534960080724
9433.234574031861,8134.929283556799,0.0,21.985534960080724
9433.969483749468,8134.76822493271,0.0,21.985534960080724
9434.704393467075,8134.6071663086195,0.0,21.985534960080724
9435.439303184681,8134.44610768453,0.0,21.985534960080724
9436.174212902286,8134.28504906044,0.0,21.985534960080724
9436.909122619893,8134.12399043635,0.0,21.985534960080724
9437.644032337499,8133.96293181226,0.0,21.985534960080724
9438.378942055106,8133.80187318817,0.0,21.985534960080724
9439.113851772712,8133.64081456408,0.0,21.985534960080724
9439.848761490319,8133.47975593999,0.0,21.985534960080724
9440.583671207925,8133.3186973159,0.0,21.985534960080724
9441.318580925532,8133.1576386918105,0.0,21.985534960080724
9442.053490643137,8132.99658006772,0.0,21.985534960080724
9442.788400360743,8132.835521443631,0.0,21.985534960080724
9443.52331007835,8132.67446281954,0.0,21.985534960080724
9444.258219795956,8132.513404195451,0.0,21.985534960080724
9444.993129513563,8132.35234557136,0.0,21.985534960080724
9445.72803923117,8132.191286947271,0.0,21.985534960080724
9446.462948948776,8132.03022832318,0.0,21.985534960080724
9447.197858666383,8131.869169699091,0.0,21.985534960080724
9447.932768383987,8131.7081110750005,0.0,21.985534960080724
9448.667678101594,8131.547052450911,0.0,21.985534960080724
9449.4025878192,8131.385993826821,0.0,21.985534960080724
9450.137497536807,8131.224935202731,0.0,21.985534960080724
9450.872407254414,8131.063876578641,0.0,21.985534960080724
9451.60731697202,8130.902817954551,0.0,21.985534960080724
9452.342226689627,8130.741759330461,0.0,21.985534960080724
9453.077136407232,8130.580700706371,0.0,21.985534960080724
9453.812046124838,8130.419642082281,0.0,21.985534960080724
9454.546955842445,8130.258583458191,0.0,21.985534960080724
9455.281865560051,8130.097524834101,0.0,21.985534960080724
9456.016775277658,8129.9364662100115,0.0,21.985534960080724
9456.751684995264,8129.775407585921,0.0,21.985534960080724
9457.486594712871,8129.614348961832,0.0,21.985534960080724
9458.221504430478,8129.453290337741,0.0,21.985534960080724
9458.956414148082,8129.292231713652,0.0,21.985534960080724
9459.691323865689,8129.131173089561,0.0,21.985534960080724
9460.426233583295,8128.970114465472,0.0,21.985534960080724
9461.161143300902,8128.809055841381,0.0,21.985534960080724
9461.896053018509,8128.647997217292,0.0,21.985534960080724
9462.630962736115,8128.486938593202,0.0,21.985534960080724
9463.365872453722,8128.325879969112,0.0,21.985534960080724
9464.100782171327,8128.164821345022,0.0,21.985534960080724
9464.835691888933,8128.003762720932,0.0,21.985534960080724
