timestamp,lat,lon,depth,salinity,temperature
1652264848.074198,63.44926818863701,10.41328231139528,-0.072283,23.802,7.766
1652264849.074402,63.44926774041343,10.413281541805281,-0.077243,23.785,7.756
1652264850.07291,63.44926640122241,10.41328196027826,-0.060937,23.750999,7.756
1652264851.073462,63.449265868009185,10.413280830061069,-0.081961,23.784,7.759
1652264852.073449,63.44926468151387,10.413281135540888,-0.056459,23.558001,7.731
1652264853.074455,63.449263363424286,10.413279678363335,-0.08076,23.636,7.749
1652264854.073389,63.44926097453345,10.413278615765007,-0.072455,23.577,7.734
1652264855.0754,63.44925811823102,10.413276220860002,-0.078177,23.594999,7.744
1652264856.073643,63.449255047536575,10.413273210186833,-0.076696,23.469,7.695
1652264857.073808,63.44925041833633,10.413270943943171,-0.050863,23.385,7.662
1652264858.073518,63.44924508705747,10.413268153856809,-0.088357,23.455999,7.696
1652264859.072925,63.449238749665085,10.413267098924543,-0.041627,23.679001,7.696
1652264860.074582,63.449231227969264,10.413267607221687,-0.075104,23.964001,7.76
1652264861.072308,63.4492236306173,10.41326479336391,-0.071882,24.24,7.788
1652264862.073294,63.44921518806708,10.413268491558165,-0.06072,24.417,7.82
1652264863.074132,63.44920598504774,10.413273565205328,-0.063085,24.562,7.844
1652264864.072654,63.44919747095566,10.413280849889812,-0.04035,24.612,7.85
1652264865.074057,63.44918830494693,10.413290764845149,-0.045746,24.702999,7.876
1652264866.073031,63.449179875009065,10.413302729841167,0.003917,24.846001,7.91
1652264867.072785,63.44917165369603,10.413320020351843,0.095102,25.028999,7.939
1652264868.072784,63.449159606977624,10.413340403334093,0.246485,25.382,7.99
1652264869.072395,63.44915384584574,10.41336849119294,0.377296,25.926001,8.067
1652264870.07156,63.449148915080926,10.413400364142401,0.430715,26.101999,8.084
1652264871.071379,63.44914745718648,10.41343324933696,0.441363,26.198,8.093
1652264872.072078,63.44914811567881,10.413466316728943,0.504797,26.254,8.101
1652264873.073019,63.44915241535891,10.413499431810044,0.546238,26.297001,8.108
1652264874.071993,63.44915853398448,10.413526331769289,0.567778,26.323999,8.108
1652264875.071992,63.44916787298186,10.413551154609312,0.584084,26.341999,8.109
1652264876.072567,63.44917934564063,10.41357186940317,0.557296,26.351,8.108
1652264877.071032,63.449191137947054,10.413584667796526,0.552671,26.358999,8.113
1652264878.072132,63.44920488052372,10.413591186081112,0.579094,26.365,8.111
1652264879.07167,63.449219194959156,10.413590982834899,0.597829,26.368999,8.113
1652264880.070499,63.449233333396585,10.413584226674,0.575049,26.389999,8.112
1652264881.070797,63.44924840666621,10.413574352504158,0.546819,26.419001,8.106
1652264882.070311,63.449264005746926,10.413563030945665,0.547172,26.448999,8.095
1652264883.070807,63.44928028196003,10.413554134179055,0.587776,26.476,8.077
1652264884.070262,63.44929542623252,10.413547608809214,0.635404,26.497999,8.064
1652264885.070817,63.44931022919896,10.413544868777045,0.58128,26.516001,8.059
1652264886.071491,63.449325396495276,10.413546924891694,0.510233,26.511,8.034
1652264887.070754,63.44933976713832,10.413553492000402,0.444053,26.448,8.054
1652264888.070864,63.449353344397956,10.41356492337573,0.467904,26.400999,8.072
1652264889.071298,63.449365278171136,10.413582261300963,0.561656,26.386999,8.064
1652264890.070885,63.449376506847365,10.413603776453009,0.613226,26.414,8.049
1652264891.070887,63.44938622771873,10.413628813737134,0.561252,26.42,8.046
1652264892.070374,63.44939464257388,10.413657482982238,0.504074,26.392,8.056
1652264893.070259,63.44940164531274,10.41368830328344,0.453423,26.365999,8.059
1652264894.07209,63.449409247605445,10.413720824092072,0.455041,26.360001,8.041
1652264895.070782,63.44941729237251,10.413753496452621,0.48767,26.354,8.033
1652264896.070524,63.44942535385722,10.413784978381148,0.526514,26.358,8.029
1652264897.070855,63.44943458264025,10.413816138748192,0.531273,26.363001,8.023
1652264898.069326,63.449444616592594,10.413847800317242,0.492354,26.371,8.015
1652264899.069794,63.44945510809303,10.413877587656511,0.47361,26.377001,8.009
1652264900.069213,63.44946559657512,10.413906856129422,0.488922,26.426001,8.002
1652264901.069654,63.449475815302016,10.413935563122108,0.506557,26.476,7.992
1652264902.069469,63.449486291998205,10.41396412942176,0.507114,26.507999,7.987
1652264903.070179,63.449496139253604,10.41399394742758,0.478338,26.511,7.981
1652264904.069575,63.449505612028155,10.414022799142709,0.462189,26.492001,7.978
1652264905.068898,63.44951479119721,10.41405214181934,0.481817,26.486,7.977
1652264906.072821,63.449524403516115,10.414083038997623,0.485682,26.493999,7.978
1652264907.069446,63.44953327180507,10.414111325531877,0.469301,26.504,7.975
1652264908.071234,63.44954245262703,10.414141082850296,0.466447,26.523001,7.968
1652264909.068468,63.44955145853795,10.414169497334186,0.468688,26.535,7.966
1652264910.06892,63.44956047705223,10.414198000747376,0.483164,26.541,7.964
1652264911.068866,63.44956958878473,10.414227423555861,0.491043,26.551001,7.959
1652264912.069226,63.44957850916702,10.414256089218854,0.485335,26.568001,7.952
1652264913.072872,63.449587632954916,10.414285904885986,0.478361,26.579,7.948
1652264914.072882,63.449596598836884,10.414313902076453,0.4904,26.583,7.944
1652264915.069415,63.44960496983626,10.414340847687477,0.483338,26.582001,7.942
1652264916.069279,63.4496140322153,10.414368812406162,0.473508,26.561001,7.942
1652264917.069127,63.44962300056764,10.414396684523263,0.484216,26.48,7.933
1652264918.068963,63.44963158758498,10.414423390710324,0.507033,26.482,7.93
1652264919.069076,63.44964055319746,10.414450692481056,0.513194,26.537001,7.934
1652264920.068817,63.44964955746446,10.414477935087161,0.50503,26.572001,7.931
