,Iteration_0,Iteration_1,Iteration_2,Iteration_3,Iteration_4,Iteration_5,Iteration_6,Iteration_7,Iteration_8,Iteration_9,Iteration_10,Iteration_11,Iteration_12,Iteration_13,Iteration_14,Iteration_15,Iteration_16,Iteration_17,Iteration_18,Iteration_19
Replicate_0,50.35503117880011,66.83512213609922,6.997780580100003,-13.46013515607914,4.318101528078023,29.477211365603104,11.754020879147207,4.654679416264614,3.979267045819663,-57.23126214486062,-56.54757238436319,-18.815362460399577,5.090716160294672,9.911774087205838,8.64446431667493,9.10567299286916,1.3162913047062113,-14.013196916467702,-75.07072869782105,-72.94864471314006
Replicate_1,3.2048935559089125,3.440865111232993,3.5505159103662125,-3.2645787532881583,3.7167283093190284,3.5493319123187987,4.4651192973795855,4.2114618006476405,-1.2374006404716136,-15.822425137648416,-42.881231966175484,-54.352934918264786,-1.5440018298175162,3.4794263432860753,11.408310243805794,15.916584081429885,8.08094355410325,8.645782550257298,7.5319256272688335,16.982679306908995
Replicate_2,-0.5275504232371053,-18.565441060303442,-25.803229804480196,0.3469952673265655,4.296607112532004,4.914882006481211,8.038726469092511,11.355675917311293,27.82617374438213,11.778045583674555,-4.491213447096147,-122.36619953817852,-61.23734905568644,8.342219208012494,10.136558887505725,9.819597396166738,35.41308791244705,57.40448257504376,36.42659421296163,2.743121380194168
Replicate_3,2.8224952654347204,2.302186319372609,3.550688308442571,10.40292964568179,12.08403006608999,5.479814619328014,5.907662305259434,4.884361670449059,0.2407340289321842,-2.9284699652347186,4.943357092083513,11.213974375171063,16.923990653755332,8.329114884066222,6.794163940678734,-9.121472020576181,-76.8835209401469,-95.80758943301961,-130.65008205491176,-32.70057441907701
Replicate_4,53.91369087601109,37.14076034083665,43.939236731768304,37.632945354774805,12.180208841312911,5.182694129911426,11.810271970480873,34.987534366034055,65.6127273090556,39.70637649536559,20.28389143033435,5.2524643589521105,-10.090459515782783,-7.526460433895868,-53.881622256593936,-113.17677646802936,-65.94563240066856,-5.005281839268781,10.68072643281793,12.554931290381331
Replicate_5,17.129078469679648,5.460143930765072,3.55109382327702,3.825506755411493,4.044887736135053,3.978669176197953,2.259166811988771,3.9469720716879038,3.123376609335307,5.197143737838718,26.344672792154423,13.804444588374842,6.393584265209867,6.040784122593661,5.032960113559092,-5.867035900379896,4.45017618917605,1.078548618652187,-49.05287503635987,-113.20611506934479
Replicate_6,3.223850381195666,3.276477640821176,-23.05180276058305,-68.52758559503465,-57.288348220238476,-79.7294290278124,-47.916734025314824,-29.010612367314813,-71.5854744687507,-75.3898483246169,-33.90795157406437,-1.9344946209659781,4.396376171377914,1.3127890643179958,3.4097025155461855,-3.8580393410818945,3.205767429039596,5.345290671778628,7.171347877636215,-15.412119428375568
Replicate_7,3.1996360301413063,2.7807098895473947,-4.01609855236268,-3.573938699938656,4.247767568861464,4.588455284928007,3.704658751366945,-10.645256514119643,-6.2296298250286375,-9.079172778936705,-1.3720623829412926,-2.5423933270266517,-10.183268878657934,-22.90372781916202,-17.297984017108497,1.3429118310502728,5.087971614837064,13.438847028301081,23.727734137228275,12.694624207494112
Replicate_8,43.820423689487484,32.547811465042656,26.26701302123793,33.37908070591567,17.829229240503846,6.868199258787914,4.090994344184405,13.59961444073127,14.682299092749926,1.2973425685774849,-17.39948433082257,-84.53890537573446,-135.50936296177122,-115.31685093970128,-63.09954525580349,-21.151762514106892,13.748620535929922,24.49923105378919,29.822626563849226,28.185763887374385
Replicate_9,10.480740517067606,3.718803421752688,-4.75278786015595,-16.91044234384282,-67.938027999713,-61.05204879673196,-9.81981171746072,-1.2554618413050171,-6.067413212934427,-19.626562492912086,-47.51267830128175,-3.4603508789619286,4.227122233524994,21.260480062930405,18.288877035761512,12.512671670020318,13.149813977645262,7.171647463465497,-1.9222504125220259,-56.11306639359184
Replicate_10,-63.986282680199345,-48.41199747880976,-5.0742089478235375,5.9884812817194355,4.080110523438475,-66.13719758218495,-35.04512003056638,-70.10463117448413,-29.0240149029093,4.643331374859006,19.60316781246992,33.42159737016264,61.425288207301186,60.27011303670089,15.002657606349274,6.441284468834848,-7.4938213727391165,-22.701353271127598,-9.008772377119456,-7.727803586211776
Replicate_11,3.1601576629895147,3.3995117121831493,6.219362954426309,46.18872169008256,62.47514418440204,57.65892976303854,13.616407676776678,6.9611277464809795,37.40581171457356,7.600672627167284,-22.939677344758973,-19.018651458586206,4.9511401292487385,0.43141592384093386,-27.070222236565712,-68.42506494325434,-120.70009532091903,-98.43392690386062,-31.120889992360958,-8.030518190053389
Replicate_12,1.8136615810043766,-0.46959509540493927,3.5631707978254643,0.6424602195922684,-16.1564881949342,4.665504081411876,16.37872800675279,26.542734001290707,58.85165863798632,77.4198639954634,36.86958753734033,20.823663132598288,8.712382755276169,5.833330212415443,-8.66965606571311,-50.562161217725006,-54.11649323631467,-44.34887079908029,-31.040522392160796,-21.33138199922033
Replicate_13,22.225698862950317,24.974782650081977,28.22899701815858,15.453578782899726,3.7251879557938192,1.4058508261844662,-5.685694371828019,-4.906781610739232,5.4276889944811195,3.5961798317163214,22.504806395611098,36.4731505592741,33.16439912257081,20.33167196658026,4.944201453739273,-20.49740007395665,-85.8593291140604,-95.59161968099623,-86.24070759964181,-42.871604076885326
Replicate_14,4.860645826244652,3.996462230974804,6.427884266215735,6.301863401507895,-13.44458516182722,-41.486180358127264,-2.7731174553017928,4.341369414891663,5.705198969914406,6.825064348631788,6.030055050195468,6.404474050318053,-43.65521303236753,-142.77458762986345,-165.23854174991664,-108.40627815976927,-42.62094656086061,-14.444161736762402,9.636927045097885,17.520066293915825
Replicate_15,3.1887454026523097,3.3676169243331713,3.5824256016734983,4.637661990179769,10.889377992554707,15.9200279238561,41.63450387269227,54.65148838536278,46.59127492319955,5.273185211765279,-15.146509250197099,-64.00565249636625,-7.49444589025948,8.480371086155607,30.398063500421593,43.42031000604976,91.13121439488877,59.444303803827715,16.79071844054562,-51.583528268488436
Replicate_16,20.73871003726134,23.334908181090277,8.356208219099596,6.925710874538189,26.790462744896047,40.51691608080185,20.923350649009347,37.81202479617743,22.356270000558695,6.555198780194443,-2.143671549908731,-13.946289493761928,-36.76141550143975,-8.764971866312337,-4.427318074147173,2.8556661249287485,5.83824474327845,9.334323748918163,9.849919693796272,11.632453449128786
Replicate_17,30.554148765970474,21.886120052693926,10.425252076242884,6.292580157436745,6.7158501042581,10.459495268882101,15.292080535825008,20.190949816030596,11.294373488169189,8.790061866811708,-46.78376348185072,-29.48162461499968,2.7084341922127493,5.195947306355679,8.844246450557232,9.520717433401991,7.8080656638984935,7.157137425840988,-20.41619551856021,-97.96899747300114
Replicate_18,29.173871332153674,12.975315029610119,8.008428658180057,3.8204281054912457,3.7397045476552493,5.313354591256132,22.511049922002513,25.768555011334442,19.027505990595984,5.28174111208943,5.506963165790528,-6.130801112447395,-48.7909276586357,-75.9699447850343,-87.4082654580285,-35.10815225119228,-7.328925231438827,7.752559770218607,8.035034378838649,11.296592109108573
Replicate_19,3.2199675444878912,3.423097853230312,1.7116955218296253,-0.25183254636558083,-9.899556315531184,0.2865612360325447,3.4856311754240075,4.7164195179277755,4.968368873456558,3.5834150290126763,4.788497659600751,17.320370677101394,44.31658811547706,10.658987906348665,9.149546154805094,3.1043253263313986,-11.797590992696687,4.925368017391267,59.99732139287289,20.258820370274286
Replicate_20,3.0874612202382847,0.17539979620948154,-1.0831280224164541,-0.5599827811667426,-24.328837633661053,-64.70659835164486,-32.09730326839524,0.00023172063321097447,3.644056915037031,-30.9799995617584,-46.80390018593653,-83.85985986430583,-121.58160848361503,-128.97534217100963,-97.09106692703216,-31.252646728761903,-7.632685276836414,8.850301991932731,15.737904560076045,13.675599259653112
Replicate_21,8.915058224400916,7.405237626047915,6.559768392236889,3.933880585105087,-12.099633055383627,-30.690250906349256,0.1523141788419684,4.473700542744176,7.734182724092309,8.046176156783172,-5.926540397754666,-57.02494984833169,-135.93015586158478,-197.41330627668236,-124.1885045976519,-35.205351273686325,-8.057350371025258,9.036353838832568,13.022100608535144,38.554021171827365
Replicate_22,7.843292437560399,5.686770340772136,7.153268535775671,2.7417665414196044,-43.847797317698806,-53.465146502050814,-11.147001025300334,5.857077430104993,9.282815044172693,26.876378165190758,14.75280586335771,10.47579139657497,6.542492181868658,3.7175082532500605,7.834504758082192,9.478951768304617,17.331450690226852,31.701327083144022,18.85622917872331,21.9916392489077
Replicate_23,28.676118914726935,30.707025930137682,12.732650562696074,4.79977167132841,6.956501182153208,6.2377591238714105,4.256008506710851,4.560088652841152,4.222521934509306,-0.9555971047445206,-35.13101187624788,6.460726831179979,6.031365593554027,6.044918695477009,0.9683636936872466,2.2862632943537737,-0.17113052417605745,2.5882302948128206,-6.9880251320904625,-39.27940480300188
Replicate_24,3.1347708461730277,3.3674450847205453,3.9452964058887767,3.870899337617905,3.7323658024707775,6.922383803821022,32.94631511201459,28.937378562462733,13.158783124379298,2.0093884538335356,3.030356845568453,-3.6605294652761664,-51.30062442047999,-145.54363066884355,-90.45227135784191,-45.7517947707033,-0.10518378323752753,6.6138532740366855,4.51380944992416,7.870573232283503
Replicate_25,-0.6388865704372977,-17.959889370459138,-59.48832178614162,-81.88581454222339,-55.68321675067701,-31.88938419035621,-22.626859547813172,8.868547173169059,9.071046963022571,5.650268331824305,-17.354462561387248,-31.370826491008472,-84.25219788287801,-83.69908097762193,-14.610043697283968,-4.371517043526348,1.7582687322797599,6.927516364506369,-67.55790357552866,-109.03000353197996
Replicate_26,3.2000024398952487,3.233680435677604,2.239171933236497,3.8527778005291413,-1.3039395010968473,-26.76975302584422,-0.49092188832614814,4.743133921781503,16.008776615185756,24.811228975553075,9.850283396472758,4.727362256116536,-16.43928659905854,-71.99581502057895,-48.02676897270047,-4.932527862494165,3.893670731357176,-9.466475165011168,0.2666181484722825,6.824737803838884
Replicate_27,3.3450543779174167,4.163225866735836,3.5448513978261382,2.8403700056014505,-15.239248449360783,-52.26353647802864,-87.09921009990964,-34.279913543808135,-3.2835520786499246,28.383539462822284,19.24073177021249,6.064867104901623,3.1680928980730636,-31.543129576593216,-133.12174879843676,-114.96092028258583,-115.38452345030717,-14.708742055879217,-0.5552937971174654,-33.84268883992836
Replicate_28,8.04893329450568,8.811737206616758,3.5467293963114135,3.463807963823794,3.892788102401625,-11.279850899309032,-7.661607844151907,-23.84962791586836,-19.83994857110965,-17.202275061025926,-41.794940153772835,-33.217560116296816,-30.599599852418855,3.867043308879208,9.59373292892712,7.5080002056720945,9.367400798832522,38.25071218516382,22.98605334905393,2.866863398567556
Replicate_29,0.13988831443286087,-11.434007095364805,-10.40795301033435,-30.28232156803779,1.5466429622711395,4.697475964240917,2.644061578688727,-7.895982486960718,-22.81288337238965,-27.720122283184125,-25.93306537361707,-91.21387235801883,-74.3598841863698,0.042642948040279016,8.148954480637943,8.500170389583054,7.152383526363631,8.957408323342893,7.861054991203008,2.1096381005591156
Replicate_30,1.444597486552845,1.6789268923292933,2.161754723195232,0.7809929473908803,-1.0705984799926018,10.386285354120416,27.32705603762168,8.390833699403384,-3.607001348818987,-12.226621776316215,-2.1240275604203545,10.538100915063815,16.488505234860902,21.967630773982258,17.46267082679023,9.879753109826265,7.735366481988808,-19.196281505452543,-38.79431223487083,-85.42120840173978
Replicate_31,35.361364224727424,17.97267761420936,5.868192503927777,17.07065978962136,4.072372559866376,0.18838444325128045,-2.1293502515217675,1.738458993144074,2.917691045138683,4.291497188541369,0.7344526425388991,-22.12817259420957,-64.0729420902933,-36.420216787381214,4.103696882533027,8.516595322444363,19.343547079155016,17.383061512226682,22.254722288597886,13.451246016585994
Replicate_32,46.37889337876601,51.912160673986435,54.551293710229245,58.467501950927286,47.62012803022192,30.291300463226154,30.428876916320107,10.85957955438413,2.6531487601957044,-34.21165079954454,-25.54001655755796,-17.32550694435983,-5.841106483161651,-3.333840730292782,0.4556433122610897,-15.610622032839453,-20.42042736941923,-21.53235886899276,6.943367089859861,15.836411910612188
Replicate_33,60.60553583868685,42.38894995840109,8.978599152715192,-7.979929586823765,2.640702393956639,4.108948435897107,5.082044902984486,4.7138877750913455,4.718783402278186,6.582770933475213,9.995420164571618,7.43473403770676,13.955508920893408,24.18240816868333,6.339868674229575,3.9158829074341766,-13.708412653082487,-47.99871121658133,-106.74791718843451,-115.7569601702863
