x,y,mu_prior
0.05,0.0433012701892219,0.975485330130112
0.1,0.0433012701892219,0.9779759040583305
0.15,0.0433012701892219,0.9815769939149757
0.2,0.0433012701892219,0.9856500818365417
0.2500000000000001,0.0433012701892219,0.9895884431783852
0.3000000000000001,0.0433012701892219,0.9929532805749509
0.3500000000000001,0.0433012701892219,0.9955243423002829
0.4000000000000001,0.0433012701892219,0.9972677839658795
0.4500000000000002,0.0433012701892219,0.9982546481618659
0.5000000000000002,0.0433012701892219,0.9985713899251454
0.5500000000000002,0.0433012701892219,0.9982546481618659
0.6000000000000002,0.0433012701892219,0.9972677839658795
0.6500000000000002,0.0433012701892219,0.9955243423002829
0.7000000000000002,0.0433012701892219,0.9929532805749508
0.7500000000000002,0.0433012701892219,0.9895884431783851
0.8000000000000003,0.0433012701892219,0.9856500818365417
0.8500000000000003,0.0433012701892219,0.9815769939149757
0.9000000000000004,0.0433012701892219,0.9779759040583305
0.9500000000000004,0.0433012701892219,0.9754853301301118
0.025,0.0866025403784438,0.956866993196188
0.075,0.0866025403784438,0.9598403001490419
0.125,0.0866025403784438,0.9651858554317996
0.175,0.0866025403784438,0.9718989047210206
0.2250000000000001,0.0866025403784438,0.978876452035175
0.2750000000000001,0.0866025403784438,0.985202294589453
0.3250000000000001,0.0866025403784438,0.990310889798897
0.3750000000000001,0.0866025403784438,0.9939984671183509
0.4250000000000001,0.0866025403784438,0.9963167670349433
0.4750000000000002,0.0866025403784438,0.9974182434670531
0.5250000000000002,0.0866025403784438,0.9974182434670531
0.5750000000000002,0.0866025403784438,0.9963167670349433
0.6250000000000002,0.0866025403784438,0.9939984671183509
0.6750000000000003,0.0866025403784438,0.990310889798897
0.7250000000000002,0.0866025403784438,0.985202294589453
0.7750000000000002,0.0866025403784438,0.9788764520351749
0.8250000000000003,0.0866025403784438,0.9718989047210206
0.8750000000000003,0.0866025403784438,0.9651858554317996
0.9250000000000004,0.0866025403784438,0.9598403001490419
0.9750000000000004,0.0866025403784438,0.956866993196188
0.05,0.1299038105676658,0.9318190539395612
0.1,0.1299038105676658,0.9387459139609555
0.15,0.1299038105676658,0.9487613746862211
0.2,0.1299038105676658,0.9600895707971072
0.2500000000000001,0.1299038105676658,0.9710430612434368
0.3000000000000001,0.1299038105676658,0.9804014494352841
0.3500000000000001,0.1299038105676658,0.9875521645680314
0.4000000000000001,0.1299038105676658,0.9924010775981666
0.4500000000000002,0.1299038105676658,0.9951457743398584
0.5000000000000002,0.1299038105676658,0.9960267061734043
0.5500000000000002,0.1299038105676658,0.9951457743398584
0.6000000000000002,0.1299038105676658,0.9924010775981666
0.6500000000000002,0.1299038105676658,0.9875521645680314
0.7000000000000002,0.1299038105676658,0.980401449435284
0.7500000000000002,0.1299038105676658,0.9710430612434366
0.8000000000000003,0.1299038105676658,0.9600895707971071
0.8500000000000003,0.1299038105676658,0.9487613746862209
0.9000000000000004,0.1299038105676658,0.9387459139609555
0.9500000000000004,0.1299038105676658,0.9318190539395612
0.025,0.1732050807568877,0.8922257135397489
0.075,0.1732050807568877,0.8996549668892466
0.125,0.1732050807568877,0.9130116384738051
0.175,0.1732050807568877,0.9297851989262228
0.2250000000000001,0.1732050807568877,0.9472196473625691
0.2750000000000001,0.1732050807568877,0.9630257137156097
0.3250000000000001,0.1732050807568877,0.9757903050184222
0.3750000000000001,0.1732050807568877,0.9850042700030295
0.4250000000000001,0.1732050807568877,0.9907968900364075
0.4750000000000002,0.1732050807568877,0.993549094098215
0.5250000000000002,0.1732050807568877,0.993549094098215
0.5750000000000002,0.1732050807568877,0.9907968900364075
0.6250000000000002,0.1732050807568877,0.9850042700030294
0.6750000000000003,0.1732050807568877,0.9757903050184222
0.7250000000000002,0.1732050807568877,0.9630257137156097
0.7750000000000002,0.1732050807568877,0.9472196473625691
0.8250000000000003,0.1732050807568877,0.9297851989262227
0.8750000000000003,0.1732050807568877,0.913011638473805
0.9250000000000004,0.1732050807568877,0.8996549668892466
0.9750000000000004,0.1732050807568877,0.8922257135397488
0.05,0.2165063509461096,0.8469487454689179
0.1,0.2165063509461096,0.8624980253996455
0.15,0.2165063509461096,0.8849805357970495
0.2,0.2165063509461096,0.9104098489193452
0.2500000000000001,0.2165063509461096,0.9349980300927024
0.3000000000000001,0.2165063509461096,0.9560055569152465
0.3500000000000001,0.2165063509461096,0.9720573424227581
0.4000000000000001,0.2165063509461096,0.9829420875789259
0.4500000000000002,0.2165063509461096,0.989103329155875
0.5000000000000002,0.2165063509461096,0.9910808277103984
0.5500000000000002,0.2165063509461096,0.989103329155875
0.6000000000000002,0.2165063509461096,0.9829420875789259
0.6500000000000002,0.2165063509461096,0.9720573424227581
0.7000000000000002,0.2165063509461096,0.9560055569152464
0.7500000000000002,0.2165063509461096,0.9349980300927023
0.8000000000000003,0.2165063509461096,0.9104098489193451
0.8500000000000003,0.2165063509461096,0.8849805357970494
0.9000000000000004,0.2165063509461096,0.8624980253996453
0.9500000000000004,0.2165063509461096,0.8469487454689177
0.025,0.2598076211353316,0.7826510856424664
0.075,0.2598076211353316,0.7976336960872683
0.125,0.2598076211353316,0.8245701589828457
0.175,0.2598076211353316,0.8583974778543842
0.2250000000000001,0.2598076211353316,0.8935576126557392
0.2750000000000001,0.2598076211353316,0.9254337815911147
0.3250000000000001,0.2598076211353316,0.951176193376018
0.3750000000000001,0.2598076211353316,0.9697580402349281
0.4250000000000001,0.2598076211353316,0.9814400445134233
0.4750000000000002,0.2598076211353316,0.9869904274903951
0.5250000000000002,0.2598076211353316,0.9869904274903951
0.5750000000000002,0.2598076211353316,0.9814400445134231
0.6250000000000002,0.2598076211353316,0.969758040234928
0.6750000000000003,0.2598076211353316,0.9511761933760179
0.7250000000000002,0.2598076211353316,0.9254337815911146
0.7750000000000002,0.2598076211353316,0.893557612655739
0.8250000000000003,0.2598076211353316,0.858397477854384
0.8750000000000003,0.2598076211353316,0.8245701589828455
0.9250000000000004,0.2598076211353316,0.7976336960872681
0.9750000000000004,0.2598076211353316,0.7826510856424663
0.05,0.3031088913245535,0.7227014100632333
0.1,0.3031088913245535,0.7508736286610702
0.15,0.3031088913245535,0.7916074890305242
0.2,0.3031088913245535,0.83768037287246
0.2500000000000001,0.3031088913245535,0.8822292920523223
0.3000000000000001,0.3031088913245535,0.9202907740297029
0.3500000000000001,0.3031088913245535,0.9493734333051057
0.4000000000000001,0.3031088913245535,0.9690944378331239
0.4500000000000002,0.3031088913245535,0.9802573884850627
0.5000000000000002,0.3031088913245535,0.9838402245908588
0.5500000000000002,0.3031088913245535,0.9802573884850626
0.6000000000000002,0.3031088913245535,0.9690944378331239
0.6500000000000002,0.3031088913245535,0.9493734333051056
0.7000000000000002,0.3031088913245535,0.9202907740297027
0.7500000000000002,0.3031088913245535,0.882229292052322
0.8000000000000003,0.3031088913245535,0.8376803728724598
0.8500000000000003,0.3031088913245535,0.7916074890305238
0.9000000000000004,0.3031088913245535,0.75087362866107
0.9500000000000004,0.3031088913245535,0.7227014100632332
0.025,0.3464101615137754,0.6462172193610317
0.075,0.3464101615137754,0.6706046868579851
0.125,0.3464101615137754,0.7144496573835785
0.175,0.3464101615137754,0.7695109994993605
0.2250000000000001,0.3464101615137754,0.8267417903428904
0.2750000000000001,0.3464101615137754,0.8786272102236812
0.3250000000000001,0.3464101615137754,0.9205286020412418
0.3750000000000001,0.3464101615137754,0.9507746121056798
0.4250000000000001,0.3464101615137754,0.9697896229204284
0.4750000000000002,0.3464101615137754,0.9788240822321238
0.5250000000000002,0.3464101615137754,0.9788240822321237
0.5750000000000002,0.3464101615137754,0.9697896229204283
0.6250000000000002,0.3464101615137754,0.9507746121056797
0.6750000000000003,0.3464101615137754,0.9205286020412415
0.7250000000000002,0.3464101615137754,0.878627210223681
0.7750000000000002,0.3464101615137754,0.8267417903428901
0.8250000000000003,0.3464101615137754,0.7695109994993601
